SkDg;typDg;kodDg;nazovDg
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;K713;Toxická choroba pečene s chronickou perzistujúcou hepatitídou
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;K715;Toxická choroba pečene s chronickou aktívnou hepatitídou
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;K717;Toxická choroba pečene s fibrózou a cirhózou pečene
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;K718;Toxická choroba pečene s inými poruchami pečene
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;K719;Toxická choroba pečene, bližšie neurčená
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R000;Tachykardia, bližšie neurčená
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R001;Bradykardia, bližšie neurčená
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R008;Iná a bližšie neurčená porucha srdcovej činnosti
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R030;Nameranie zvýšeného krvného tlaku bez diagnózy artériovej hypertenzie
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R031;Nameranie nešpecifického zníženého krvného tlaku
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R060;Dýchavičnosť (dyspnoe)
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R061;Stridor (hvizdot) pri dýchaní
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R062;Sipenie (pískanie) pri dýchaní
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R091;Zápal pohrudnice
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R101;Bolesť v hornej časti brucha
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R11;Pocit na vracanie (nauzea) a vracanie (vomitus)
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R160;Hepatomegália, nezatriedená inde
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R161;Splenomegália, nezatriedená inde
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R162;Hepatomegália so splenomegáliou, nezatriedená inde
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R17;Žltačka, bližšie neurčená
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R230;Cyanóza
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R42;Závrat [vertigo]
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R43;Poruchy čuchu a chuti
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R450;Nervozita
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R451;Nepokoj a vzrušenosť
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R457;Stav emočného šoku a stresu, bližšie neurčený
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R490;Dysfónia
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R491;Afónia
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R5080;Horúčka neznámeho pôvodu
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R53;Malátnosť a únava
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R55;Synkopa a kolaps
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R590;Lokalizované zväčšenie lymfatických uzlín
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R600;Lokalizovaný opuch
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R601;Generalizovaný opuch
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R787;Nález abnormálnej koncentrácie ťažkého kovu v krvi
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R788;Nález inej bližšie určenej látky, ktorá sa normálne v krvi nenachádza
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R826;Abnormálna koncentrácia látky prevažne nemedicínskeho pôvodu v moči
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R829;Iné a bližšie neurčené abnormálne nálezy v moči
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R936;Abnormálny nález pri diagnostickom zobrazení končatín
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R937;Abnormálny nález pri diagnostickom zobrazení iných častí svalovej a kostrovej sústavy
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R938;Abnormálny nález pri diagnostickom zobrazení iných bližšie určených telových štruktúr
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R940;Abnormálne výsledky funkčných vyšetrení centrálnej nervovej sústavy
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R941;Abnormálne výsledky funkčných vyšetrení periférnej nervovej sústavy a zmyslových orgánov
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R942;Abnormálne výsledky funkčných vyšetrení pľúc
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R943;Abnormálne výsledky kardiovaskulárnych funkčných vyšetrení
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R944;Abnormálne výsledky funkčných vyšetrení obličiek
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R945;Abnormálne výsledky funkčných vyšetrení pečene
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R946;Abnormálne výsledky funkčných vyšetrení štítnej žľazy
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R947;Abnormálne výsledky vyšetrení iných endokrinných funkcií
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;R948;Abnormálne výsledky funkčných vyšetrení iných orgánov a sústav
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T66;Bližšie neurčené účinky žiarenia
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T670;Tepelný a slnečný úpal
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T671;Synkopa z horúčavy
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T672;Kŕče z horúčavy
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T673;Vyčerpanie z horúčavy zapríčinené stratou vody
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T674;Vyčerpanie z horúčavy zapríčinené stratou soli
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T675;Vyčerpanie z horúčavy, bližšie neurčené
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T676;Prechodná únava z horúčavy
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T677;Opuch z horúčavy
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T678;Iné účinky horúčavy a svetla
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T679;Účinok horúčavy a svetla, bližšie neurčený
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T68;Podchladenie
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T691;Oziabliny
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T698;Iný účinok zníženej teploty, bližšie určený
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T699;Účinok zníženej teploty, bližšie neurčený
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T700;Ušná barotrauma
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T701;Barotrauma prinosových dutín
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T702;Iný a bližšie neurčený účinok veľkej výšky
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T703;Kesónová choroba (dekompresná choroba)
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T704;Účinok tekutiny pod vysokým tlakom
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T708;Iný účinok tlaku vzduchu a tlaku vody
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T709;Účinok tlaku vzduchu a tlaku vody, bližšie neurčený
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T750;Účinok blesku
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T751;Utopenie a topenie (nie smrteľné)
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T752;Účinky vibrácie
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T754;Účinok elektrického prúdu
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T758;Iný účinok z vonkajších príčin, bližšie určený
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T784;Alergia, bližšie neurčená
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T96;Neskoré následky otravy liekmi, liečivami a biologicky aktívnymi látkami
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;T97;Neskoré následky toxických účinkov látky používanej najmä mimo lekárstva
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W423;Poranenie účinkom hluku - MU: Športové a atletické priestranstvo
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W424;Poranenie účinkom hluku - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W425;Poranenie účinkom hluku - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W426;Poranenie účinkom hluku - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W427;Poranenie účinkom hluku - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W428;Poranenie účinkom hluku - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W429;Poranenie účinkom hluku - MU: Nešpecifikované miesto
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W434;Poškodenie účinkom vibrácií - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W435;Poškodenie účinkom vibrácií - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W436;Poškodenie účinkom vibrácií - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W437;Poškodenie účinkom vibrácií - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W438;Poškodenie účinkom vibrácií - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W439;Poškodenie účinkom vibrácií - MU: Nešpecifikované miesto
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W885;Poškodenie ionizujúcim žiarením - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W886;Poškodenie ionizujúcim žiarením - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W887;Poškodenie ionizujúcim žiarením - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W888;Poškodenie ionizujúcim žiarením - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W889;Poškodenie ionizujúcim žiarením - MU: Nešpecifikované miesto
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W894;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W895;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W896;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W897;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W898;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W899;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Nešpecifikované miesto
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W904;Poškodenie iným neionizujúcim žiarením - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W905;Poškodenie iným neionizujúcim žiarením - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W906;Poškodenie iným neionizujúcim žiarením - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W907;Poškodenie iným neionizujúcim žiarením - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W908;Poškodenie iným neionizujúcim žiarením - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W909;Poškodenie iným neionizujúcim žiarením - MU: Nešpecifikované miesto
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W913;Poškodenie bližšie neurčeným typom žiarenia - MU: Športové a atletické priestranstvo
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W914;Poškodenie bližšie neurčeným typom žiarenia - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W915;Poškodenie bližšie neurčeným typom žiarenia - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W916;Poškodenie bližšie neurčeným typom žiarenia - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W917;Poškodenie bližšie neurčeným typom žiarenia - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W918;Poškodenie bližšie neurčeným typom žiarenia - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W919;Nehoda s vystavením žiareniu
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W924;Poškodenie nadmernou horúčavou umelého pôvodu - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W925;Poškodenie nadmernou horúčavou umelého pôvodu - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W926;Poškodenie nadmernou horúčavou umelého pôvodu - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W927;Poškodenie nadmernou horúčavou umelého pôvodu - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W928;Poškodenie nadmernou horúčavou umelého pôvodu - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W929!;Nehoda s vystavením nadmernej horúčave umelého pôvodu
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W934;Poškodenie nadmerným chladom umelého pôvodu - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W935;Poškodenie nadmerným chladom umelého pôvodu - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W936;Poškodenie nadmerným chladom umelého pôvodu - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W937;Poškodenie nadmerným chladom umelého pôvodu - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W938;Poškodenie nadmerným chladom umelého pôvodu - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W939;Nehoda s vystavením nadmernému chladu umelého pôvodu
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W944;Poškodenie vysokým a nízkym tlakom vzduchu a zmenami tlaku vzduchu - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W945;Poškodenie vysokým a nízkym tlakom vzduchu a zmenami tlaku vzduchu - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W946;Poškodenie vysokým a nízkym tlakom vzduchu a zmenami tlaku vzduchu - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W947;Poškodenie vysokým a nízkym tlakom vzduchu a zmenami tlaku vzduchu - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W948;Poškodenie vysokým a nízkym tlakom vzduchu a zmenami tlaku vzduchu - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W949;Nehoda s vystavením zmenám tlaku vzduchu
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W994;Poškodenie inými a bližšie neurčenými umelými činiteľmi prostredia - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W995;Poškodenie inými a bližšie neurčenými umelými činiteľmi prostredia - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W996;Poškodenie inými a bližšie neurčenými umelými činiteľmi prostredia - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W997;Poškodenie inými a bližšie neurčenými umelými činiteľmi prostredia - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W998;Poškodenie inými a bližšie neurčenými umelými činiteľmi prostredia - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;W999;Poškodenie inými a bližšie neurčenými umelými činiteľmi prostredia - MU: Nešpecifikované miesto
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X304;Poškodenie nadmernou prirodzenou horúčavou - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X305;Poškodenie nadmernou prirodzenou horúčavou - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X306;Poškodenie nadmernou prirodzenou horúčavou - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X307;Poškodenie nadmernou prirodzenou horúčavou - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X308;Poškodenie nadmernou prirodzenou horúčavou - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X309;Poškodenie nadmernou prirodzenou horúčavou - MU: Nešpecifikované miesto
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X314;Poškodenie nadmerným prirodzeným chladom - MU: Ulica a cesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X315;Poškodenie nadmerným prirodzeným chladom - MU: Obchod a služby
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X316;Poškodenie nadmerným prirodzeným chladom - MU: Priemyselné objekty
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X317;Poškodenie nadmerným prirodzeným chladom - MU: Poľnohospodárske
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X318;Poškodenie nadmerným prirodzeným chladom - MU: Iné špecifikované miesta
Chemické, biologické faktory ochorenia - pracovné lekárstvo;hlavná;X319;Poškodenie nadmerným prirodzeným chladom - MU: Nešpecifikované miesto
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A020;Salmonelová enteritída
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A022;Lokalizovaná salmonelová infekcia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A028;Iná salmonelová infekcia, bližšie určená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A060;Akútna amébová dyzentéria
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A061;Chronická črevná amebóza
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A063;Črevný amebóm
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A064;Amébový absces pečene
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A150;Tuberkulóza pľúc, potvrdená mikroskopickým vyšetrením spúta s dôkazom, alebo bez dôkazu kultivačne alebo molekulovobiologicky
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A151;Tuberkulóza pľúc, potvrdená len kultivačne
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A152;Tuberkulóza pľúc, potvrdená histologicky
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A153;Tuberkulóza pľúc, potvrdená inými a bližšie neurčenými metódami
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A154;Tuberkulóza vnútrohrudníkových lymfatických uzlín, potvrdená bakteriologicky, molekulovobiologicky alebo histologicky
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A155;Tuberkulóza hrtana, priedušnice a priedušiek, potvrdená bakteriologicky, molekulovobiologicky alebo histologicky
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A156;Tuberkulózna pleuritída, potvrdená bakteriologicky, molekulovobiologicky alebo histologicky
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A157;Primárna tuberkulóza dýchacej sústavy, potvrdená bakteriologicky, molekulovobiologicky alebo histologicky
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A158;Iná tuberkulóza dýchacej sústavy, potvrdená bakteriologicky, molekulovobiologicky alebo histologicky
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A159;Tuberkulóza dýchacej sústavy, potvrdená bakteriologicky, molekulovobiologicky alebo histologicky, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A160;Tuberkulóza pľúc bakteriologicky, molekulovobiologicky alebo histologicky negatívna
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A161;Tuberkulóza pľúc, bez vykonania bakteriologického, molekulovobiologického a histologického vyšetrenia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A162;Tuberkulóza pľúc, bez údaja o bakteriologickom, molekulovobiologickom alebo histologickom potvrdení
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A163;Tuberkulóza vnútrohrudníkových lymfatických uzlín, bez údaja o bakteriologickom, molekulovobiologickom alebo histologickom potvrdení
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A164;Tuberkulóza hrtana, priedušnice a priedušiek bez údaja o bakteriologickom, molekulovobiologickom alebo histologickom potvrdení
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A165;Tuberkulózna pleuritída, bez údaja o bakteriologickom, molekulovobiologickom alebo histologickom potvrdení
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A166;Latentná turberkulózna infekcia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A167;Primárna tuberkulóza dýchacej sústavy, bez údaja o bakteriologickom, molekulovobiologickom alebo histologickom potvrdení
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A168;Iná tuberkulóza dýchacej sústavy, bez údaja o bakteriologickom, molekulovobiologickom alebo histologickom potvrdení
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A169;Tuberkulóza dýchacej sústavy, bez údaja o bakteriologickom, molekulovobiologickom alebo histologickom potvrdení, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A179;Tuberkulóza nervovej sústavy, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A180;Tuberkulóza kostí a kĺbov
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A181;Tuberkulóza močovopohlavnej sústavy
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A182;Tuberkulózna periférna lymfadenopatia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A183;Tuberkulóza čriev, peritonea a mezentériových lymfatických uzlín
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A184;Tuberkulóza kože a podkožného tkaniva
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A185;Tuberkulóza oka
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A186;Tuberkulóza ucha
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A188;Tuberkulóza iných bližšie určených orgánov
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A190;Akútna miliárna tuberkulóza na jedinom bližšie určenom mieste
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A191;Akútna miliárna tuberkulóza na viacerých miestach
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A192;Akútna miliárna tuberkulóza, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A198;Iná miliárna tuberkulóza
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A199;Miliárna tuberkulóza, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A210;Ulceroglandulárna tularémia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A211;Okuloglandulárna tularémia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A212;Pľúcna tularémia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A213;Gastrointestinálna tularémia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A217;Generalizovaná tularémia
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A219;Tularémia, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A230;Brucelóza zapríčinená Brucella melitensis
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A231;Brucelóza zapríčinená Brucella abortus
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A232;Brucelóza zapríčinená Brucella suis
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A233;Brucelóza zapríčinená Brucella canis
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A238;Iná brucelóza
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A268;Iná forma eryzipeloidu
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A270;Leptospiróza zapríčinená Leptospira icterohaemorrhagiae [Weilova choroba]
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A278;Iná forma leptospirózy
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A282;Extraintestinálna yersinióza
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A288;Iná baktériová zoonóza, bližšie určená, nezatriedená inde
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A320;Kožná listerióza
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A328;Iná forma listeriózy
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A6921;Lymská choroba - včasná diseminovaná infekcia, kožná forma
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A6922;Lymská choroba - včasná neuroborelióza
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A6923;Lymská karditída
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A6924;Lymská artritída
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A6925;Lymská choroba - očná forma
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A6926;Lymská choroba - chronická neuroborelióza
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A6927;Lymská choroba - Acrodermatitis chronica atroficans
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A6929;Iná Lymská choroba
