kodHVyk;nazovHVyk;kodMS;nazovMS;Dgs
5n335x;Korektúra parastómiálnej hernie [prietrže], ostatné;S44-29;Komplexné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3390;Iná revízia a ďalšie výkony na enterostómii duodena;S44-29;Komplexné výkony na čreve - onko;C170,  C784
5n3391;Iná revízia a ďalšie výkony na enterostómii jejuna;S44-29;Komplexné výkony na čreve - onko;C171,  C784
5n3392;Iná revízia a ďalšie výkony na enterostómii ilea;S44-29;Komplexné výkony na čreve - onko;C172,  C784
5n3393;Iná revízia a ďalšie výkony na enterostómii hrubého čreva;S44-29;Komplexné výkony na čreve - onko;C180-9, C19,  C785
5n339x;Iná revízia a ďalšie výkony na enterostómii, ostatné;S44-29;Komplexné výkony na čreve - onko;C170,  C784
5n33a0;Obnovenie kontinuity čreva pri dvojzložkovej jejunostómii;S44-84;Základné operačné výkony na čreve - onko;C171,  C784
5n33a1;Obnovenie kontinuity čreva pri dvojzložkovej ileostómii;S44-84;Základné operačné výkony na čreve - onko;C172,  C784
5n33a2;Obnovenie kontinuity čreva pri dvojzložkovej kolostómii;S44-84;Základné operačné výkony na čreve - onko;C180-9, C19,  C785
5n33ax;Obnovenie kontinuity čreva pri dvojzložkovej enterostómii, ostatné;S44-84;Základné operačné výkony na čreve - onko;C170,  C784
5n33b0;Obnovenie kontinuity čreva pri terminálnej jejunostómii;S44-84;Základné operačné výkony na čreve - onko;C171,  C784
5n33b1;Obnovenie kontinuity čreva pri terminálnej ileostómii;S44-84;Základné operačné výkony na čreve - onko;C172,  C784
5n33b2;Obnovenie kontinuity čreva pri terminálnej kolostómii;S44-84;Základné operačné výkony na čreve - onko;C180-9, C19,  C785
5n33bx;Obnovenie kontinuity čreva pri terminálnej enterostómii, ostatné;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3410;Uzavretie črevnej fistuly duodena, otvorene chirurgicky;S44-84;Základné operačné výkony na čreve - onko;C170,  C784
5n3411;Uzavretie črevnej fistuly jejuna, otvorene chirurgicky;S44-84;Základné operačné výkony na čreve - onko;C171,  C784
5n3412;Uzavretie črevnej fistuly ilea, otvorene chirurgicky;S44-84;Základné operačné výkony na čreve - onko;C172,  C784
5n3413;Uzavretie črevnej fistuly hrubého čreva, otvorene chirurgicky;S44-84;Základné operačné výkony na čreve - onko;C180-9, C19,  C785
5n341x;Uzavretie črevnej fistuly otvorene chirurgicky, ostatné;S44-84;Základné operačné výkony na čreve - onko;C170-2, C180-9, C19, C20, C784-5
5n3450;Revízia anastomózy duodena;S44-29;Komplexné výkony na čreve - onko;C170, D132, C784, 
5n3451;Revízia anastomózy jejuna;S44-29;Komplexné výkony na čreve - onko;C171, D133, C784, 
5n3452;Revízia anastomózy ilea;S44-29;Komplexné výkony na čreve - onko;C172, D133, C784
5n3453;Revízia anastomózy hrubého čreva;S44-29;Komplexné výkony na čreve - onko;C18, D12, C785
5n345x;Revízia anastomózy čreva, iné;S44-29;Komplexné výkony na čreve - onko;C170-2, C180-9, C19, C20, C784-5
5n34x0;Iné rekonštrukcie duodena;S44-65;Vysoko komplexné výkony na čreve - onko;C170,  C784
5n34x1;Iné rekonštrukcie jejuna;S44-65;Vysoko komplexné výkony na čreve - onko;C171,  C784
5n34x2;Iné rekonštrukcie ilea;S44-65;Vysoko komplexné výkony na čreve - onko;C172,  C784
5n34x3;Iné rekonštrukcie hrubého čreva;S44-65;Vysoko komplexné výkony na čreve - onko;C180-9, C19,  C785
5n34xx;Iné rekonštrukcie čreva, ostatné;S44-65;Vysoko komplexné výkony na čreve - onko;C170-2, C180-9, C19, C20, C784-5
5n3500;Dezinvaginácia duodena;S44-84;Základné operačné výkony na čreve - onko;C170, D132, C784, 
5n3501;Dezinvaginácia jejuna;S44-84;Základné operačné výkony na čreve - onko;C171, D132, C784
5n3502;Dezinvaginácia ilea;S44-84;Základné operačné výkony na čreve - onko;C172, D132, C784
5n3503;Dezinvaginácia hrubého čreva;S44-84;Základné operačné výkony na čreve - onko;C18, C78,5, D12
5n350x;Dezinvaginácia čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C170-2, C18, D12, D132, C784, C785
5n35x1;Uvoľnenie [deliberácia] duodena;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n35xx;Intraabdominálne manipulácie na čreve, ostatné;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3900;Dekompresia čreva, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3902;Dekompresia čreva, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3904;Dekompresia čreva, konverzia z laparoskopie na laparotómiu;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n390x;Dekompresia čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3910;Vloženie alebo výmena samoexpandovateľnej protézy na čreve, laparotomicky;S44-29;Komplexné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3912;Vloženie alebo výmena samoexpandovateľnej protézy na čreve, laparoskopicky;S44-29;Komplexné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3914;Vloženie alebo výmena samoexpandovateľnej protézy na čreve, konverzia laparoskopie na laparotómiu;S44-29;Komplexné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n391x;Vloženie alebo výmena samoexpandovateľnej protézy na čreve, ostatné;S44-29;Komplexné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3920;Adheziolýza na čreve, laparotomicky;S44-68;Adheziolýza - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3922;Adheziolýza na čreve, laparoskopicky;S44-68;Adheziolýza - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3924;Adheziolýza na čreve, konverzia z laparoskopie na laparotómiu;S44-68;Adheziolýza - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n392x;Adheziolýza na čreve, ostatné;S44-68;Adheziolýza - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3950;Fixácia tenkého čreva na pravú stranu brušnej steny a hrubého čreva na ľavú stranu brušnej steny, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3952;Fixácia tenkého čreva na pravú stranu brušnej steny a hrubého čreva na ľavú stranu brušnej steny, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3954;Fixácia tenkého čreva na pravú stranu brušnej steny a hrubého čreva na ľavú stranu brušnej steny, konverzia z laparoskopie na laparotómiu;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n395x;Fixácia tenkého čreva na pravú stranu brušnej steny a hrubého čreva na ľavú stranu brušnej steny, ostatné;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n3970;Sutúra ulkusu na čreve, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n3972;Sutúra ulkusu na čreve, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n3974;Sutúra ulkusu na čreve, konverzia z laparoskopie na laparotómiu;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n397x;Sutúra ulkusu na čreve, ostatné;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n3980;Opich ulkusu na čreve, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n3982;Opich ulkusu na čreve, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n3984;Opich ulkusu na čreve, konverzia z laparoskopie na laparotómiu;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n398x;Opich ulkusu na čreve, ostatné;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n39b0;Rozširovanie čreva, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n39b2;Rozširovanie čreva, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n39b4;Rozširovanie čreva, konverzia z laparoskopie na laparotómiu;S44-84;Základné operačné výkony na čreve - onko;C17,C18,C19,
5n39bx;Rozširovanie čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39c0;Endo-Loop čreva, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39c2;Endo-Loop čreva, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39c4;Endo-Loop čreva, konverzia z laparoskopie na laparotómiu;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39cx;Endo-Loop čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39d0;Klipovanie čreva, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39d2;Klipovanie čreva, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39d4;Klipovanie čreva, konverzia z laparoskopie na laparotómiu;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39dx;Klipovanie čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C15, C16, C17, C180-9, C19, C20, C494, C496, C498
5n39g0;Transduodenálna drenáž cysty pankreasu, laparotomicky;S44-29;Komplexné výkony na čreve - onko;C25, 
5n39g2;Transduodenálna drenáž cysty pankreasu, laparoskopicky;S44-29;Komplexné výkony na čreve - onko;C25, 
5n39g4;Transduodenálna drenáž cysty pankreasu, konverzia z laparoskopie na laparotómiu;S44-29;Komplexné výkony na čreve - onko;C25, 
5n39gx;Transduodenálna drenáž cysty pankreasu, ostatné;S44-29;Komplexné výkony na čreve - onko;C25, 
5n39l;Sekundárna apendektómia;S44-84;Základné operačné výkony na čreve - onko;C17,C18,19,
5n39x0;Iné operačné výkony na čreve, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C17,C18,19,
5n39x2;Iné operačné výkony na čreve, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C17,C18,19,
5n39x4;Iné operačné výkony na čreve, konverzia z laparoskopie na laparotómiu;S44-84;Základné operačné výkony na čreve - onko;C17,C18,19,
5n39xx;Iné operačné výkony na čreve, ostatné;S44-84;Základné operačné výkony na čreve - onko;C17,C18,19,
5n200;Incízia duodena;S44-84;Základné operačné výkony na čreve - onko;C170, C241, C250, C784,D137, D132, C784 
5n201;Incízia jejuna alebo ilea;S44-84;Základné operačné výkony na čreve - onko;C171, C172
5n202;Incízia hrubého čreva;S44-84;Základné operačné výkony na čreve - onko;C18,C785
5n203;Perkutána endoskopická jejunostómia [PEJ];S44-84;Základné operačné výkony na čreve - onko;C16, C15
5n20a;Bajpasové anastomózy tenkého črevo k tenkému črevu;S44-84;Základné operačné výkony na čreve - onko;C171, C172, C18, C784-5, C788
5n20b;Bajpasové anastomózy duodena k duodenu;S44-84;Základné operačné výkony na čreve - onko;C24, C250, C170
5n20c;Bajpasové anastomózy tenkého čreva k hrubému črevu;S44-84;Základné operačné výkony na čreve - onko;C172, C18, C784-5
5n20d;Bajpasové anastomózy hrubého čreva k hrubému črevu;S44-84;Základné operačné výkony na čreve - onko;C18, C251-2, C16
5n20e;Bajpasové viacpočetné anastomózy čriev;S44-84;Základné operačné výkony na čreve - onko;C17-18, C784-5
5n20x;Bajpasové anastomózy čriev, ostatné;S44-84;Základné operačné výkony na čreve - onko;C17-18
5n210;Lokálna excízia na tenkom čreve intraluminálnych membrán;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784 
5n2110;Lokálna excízia na tenkom čreve, laparotomicky;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784 
5n2112;Lokálna excízia na tenkom čreve, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n2140;Otvorená chirurgická deštrukcia chorého tkaniva na tenkom čreve elektrokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, C784, D130-2, 
5n2141;Otvorená chirurgická deštrukcia chorého tkaniva na tenkom čreve laserovou koaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n2142;Otvorená chirurgická deštrukcia chorého tkaniva na tenkom čreve termokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784 
5n2143;Otvorená chirurgická deštrukcia chorého tkaniva na tenkom čreve kryokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n2144;Otvorená chirurgická deštrukcia chorého tkaniva na tenkom čreve fotodynamickou liečbou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784 
5n214x;Otvorená chirurgická deštrukcia chorého tkaniva na tenkom čreve, ostatné;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n2150;Laparoskopická deštrukcia chorého tkaniva na tenkom čreve elektrokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784 
5n2151;Laparoskopická deštrukcia chorého tkaniva na tenkom čreve laserovou koaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n2152;Laparoskopická deštrukcia chorého tkaniva na tenkom čreve termokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2,C784  
5n2153;Laparoskopická deštrukcia chorého tkaniva na tenkom čreve kryokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n2154;Laparoskopická deštrukcia chorého tkaniva na tenkom čreve fotodynamickou liečbou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784  
5n215x;Laparoskopická deštrukcia chorého tkaniva na tenkom čreve, ostatné;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n21x0;Iná lokálna excízia a deštrukcia chorého tkaniva tenkého čreva elektrokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784  
5n21x1;Iná lokálna excízia a deštrukcia chorého tkaniva tenkého čreva laserovou koaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n21x2;Iná lokálna excízia a deštrukcia chorého tkaniva tenkého čreva termokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784  
5n21x3;Iná lokálna excízia a deštrukcia chorého tkaniva tenkého čreva kryokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C784  
5n21x4;Iná lokálna excízia a deštrukcia chorého tkaniva tenkého čreva fotodynamickou liečbou;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, 
5n21xx;Iná lokálna excízia a deštrukcia chorého tkaniva tenkého čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C170-2, D130-2, C785
5n220;Lokálna excízia chorého tkaniva hrubého čreva, otvorene chirurgicky ;S44-84;Základné operačné výkony na čreve - onko;C18,D12
5n221;Lokálna excízia chorého tkaniva hrubého čreva, laparoskopicky;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2230;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva elektrokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12
5n2231;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva laserovou koaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2232;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva termokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2233;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva kryokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2234;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva fotodynamickou liečbou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n223x;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2240;Laparoskopická deštrukcia chorého tkaniva hrubého čreva elektrokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2241;Laparoskopická deštrukcia chorého tkaniva hrubého čreva laserovou koaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2242;Laparoskopická deštrukcia chorého tkaniva hrubého čreva termokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2243;Laparoskopická deštrukcia chorého tkaniva hrubého čreva kryokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2244;Laparoskopická deštrukcia chorého tkaniva hrubého čreva fotodynamickou liečbou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n224x;Laparoskopická deštrukcia chorého tkaniva hrubého čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n22x0;Iná excízia a deštrukcia chorého tkaniva hrubého čreva elektrokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n22x1;Iná excízia a deštrukcia chorého tkaniva hrubého čreva laserovou koaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n22x2;Iná excízia a deštrukcia chorého tkaniva hrubého čreva termokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n22x3;Iná excízia a deštrukcia chorého tkaniva hrubého čreva kryokoaguláciou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n22x4;Iná excízia a deštrukcia chorého tkaniva hrubého čreva fotodynamickou liečbou;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n22xx;Iná excízia a deštrukcia chorého tkaniva hrubého čreva, ostatné;S44-84;Základné operačné výkony na čreve - onko;C18,D12, C785
5n2300;Segmentárna resekcia duodena, laparotomicky;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2302;Segmentárna resekcia duodena, laparoskopicky;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2304;Segmentárna resekcia duodena, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2310;Segmentárna resekcia jejuna, laparotomicky;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2312;Segmentárna resekcia jejuna, laparoskopicky;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2314;Segmentárna resekcia jejuna, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2320;Segmentárna resekcia ilea, laparotomicky;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2322;Segmentárna resekcia ilea, laparoskopicky;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2324;Segmentárna resekcia ilea, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C170, D132, C784
5n2330;Viacnásobná segmentárna resekcia tenkého čreva, laparotomicky;S44-76;Jednoduchá resekcia čreva - onko;C170-2, D139, D132 C784
5n2332;Viacnásobná segmentárna resekcia tenkého čreva, laparoskopicky;S44-76;Jednoduchá resekcia čreva - onko;C170-2, D139, D132 C784
5n2334;Viacnásobná segmentárna resekcia tenkého čreva, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C170-2, D139, D132 C784
5n2340;Parciálna resekcia duodena, laparotomicky;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n2342;Parciálna resekcia duodena, laparoskopicky;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n2344;Parciálna resekcia duodena, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n2350;Parciálna resekcia jejuna, laparotomicky;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n2352;Parciálna resekcia jejuna, laparoskopicky;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n2354;Parciálna resekcia jejuna, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n2360;Parciálna resekcia ilea, laparotomicky;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n2362;Parciálna resekcia ilea, laparoskopicky;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n2364;Parciálna resekcia ilea, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C171, D132, C784
5n238;Resekcia tenkého čreva, odstránenie transplantátu použitého z tenkého čreva;S44-76;Jednoduchá resekcia čreva - onko;C170-2, C784, D130-2, 
5n23x;Resekcia tenkého čreva, iná;S44-76;Jednoduchá resekcia čreva - onko;C170-2, C784, D130-2, 
5n24001;Parciálna segmentárna resekcia hrubého čreva, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24002;Parciálna segmentárna resekcia hrubého čreva, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24003;Parciálna segmentárna resekcia hrubého čreva, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24004;Parciálna segmentárna resekcia hrubého čreva, laparotomicky s anastomózou a anus praeter naturalis;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24021;Parciálna segmentárna resekcia hrubého čreva, laparoskopicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24025;Parciálna segmentárna resekcia hrubého čreva, laparoskopicky s enterostómiou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n2404;Parciálna segmentárna resekcia hrubého čreva, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n240x;Parciálna segmentárna resekcia hrubého čreva, ostatné;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24101;Parciálna mnohopočetná segmentárna resekcia hrubého čreva, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24102;Parciálna mnohopočetná segmentárna resekcia hrubého čreva, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24103;Parciálna mnohopočetná segmentárna resekcia hrubého čreva, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24104;Parciálna mnohopočetná segmentárna resekcia hrubého čreva, laparotomicky s anastomózou a anus praeter naturalis;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24121;Parciálna mnohopočetná segmentárna resekcia hrubého čreva, laparoskopicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24125;Parciálna mnohopočetná segmentárna resekcia hrubého čreva, laparoskopicky s enterostómiou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n2414;Parciálna mnohopočetná segmentárna resekcia hrubého čreva, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n241x;Parciálna mnohopočetná segmentárna resekcia hrubého čreva, ostatné;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24201;Parciálna ileocekálna resekcia hrubého čreva, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24202;Parciálna ileocekálna resekcia hrubého čreva, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24203;Parciálna ileocekálna resekcia hrubého čreva, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24204;Parciálna ileocekálna resekcia hrubého čreva, laparotomicky s anastomózou a anus praeter naturalis;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24221;Parciálna ileocekálna resekcia hrubého čreva, laparoskopicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n24225;Parciálna ileocekálna resekcia hrubého čreva, laparoskopicky s enterostómiou;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n2424;Parciálna ileocekálna resekcia hrubého čreva, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C18, C785, D12
5n242x;Parciálna ileocekálna resekcia hrubého čreva, ostatné;S44-76;Jednoduchá resekcia čreva - onko;C180-1, C785, D12
5n2430;Parciálna resekcia caeca, laparotomicky;S44-76;Jednoduchá resekcia čreva - onko;C180-1, C785, D12
5n2432;Parciálna resekcia caeca, laparoskopicky;S44-76;Jednoduchá resekcia čreva - onko;C180-1, C785, D12
5n2434;Parciálna resekcia caeca, konverzia z laparoskopie na laparotómiu;S44-76;Jednoduchá resekcia čreva - onko;C180-1, C785, D12
5n24401;Pravostranná hemikolektómia, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C180-3, C785, D12
5n24402;Pravostranná hemikolektómia, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C180-3, C785, D12
5n24403;Pravostranná hemikolektómia, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C180-3, C785, D12
5n24404;Pravostranná hemikolektómia, laparotomicky s anastomózou a anus praeter naturalis;S44-76;Jednoduchá resekcia čreva - onko;C180-3, C785, D12
5n24421;Pravostranná hemikolektómia, laparoskopicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-3, C785, D12
5n24425;Pravostranná hemikolektómia, laparoskopicky s enterostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-3, C785, D12
5n2444;Pravostranná hemikolektómia, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-3, C785, D12
5n244x;Pravostranná hemikolektómia, ostatné;S44-76;Jednoduchá resekcia čreva - onko;C180-3, C785, D12
5n24501;Parciálna resekcia colon transversum, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C184, C785, D12, 
5n24502;Parciálna resekcia colon transversum, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C184, C785, D12, 
5n24503;Parciálna resekcia colon transversum, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C184, C785, D12, 
5n24504;Parciálna resekcia colon transversum, laparotomicky s anastomózou a anus praeter naturalis;S44-76;Jednoduchá resekcia čreva - onko;C184, C785, D12, 
5n24521;Parciálna resekcia colon transversum, laparoskopicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C184, C785, D12, 
5n24525;Parciálna resekcia colon transversum, laparoskopicky s enterostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C184, C785, D12, 
5n2454;Parciálna resekcia colon transversum, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C184, C785, D12, 
