kod_vykonu;nazov_vykonu
5v5734;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože ostatných častí hlavy 
5v5735;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti krku
5v5736;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti ramena a axily
5v5737;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti ramena a lakťa
5v5738;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti predlaktia
5v5739;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti ruky
5v573a;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti hrudnej steny alebo chrbta
5v573b;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v brušnej oblasti
5v573c;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v inguinálnej a genitálnej oblasti 
5v573d;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v gluteálnej oblasti
5v573e;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti stehna a kolena
5v573f;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti predkolenia
5v573g;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože v oblasti nohy
5v573x;Kombinované lalokové plastiky na koži a podkoží pri popáleninách a poleptaniach, stopkatý regionálny lalok so vzdialeným lalokom a voľným transplantátom kože, ostatné
5v5803;Primárna sutúra rany kože pri popáleninách a poleptaniach s použitím nite v oblasti očného viečka
5v5813;Primárna sutúra rany kože pri popáleninách a poleptaniach s použitím svorky v oblasti očného viečka
5v5823;Primárna sutúra rany kože pri popáleninách a poleptaniach zlepením v oblasti očného viečka
5v5840;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti pery
5v5841;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti nosa
5v5842;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti ucha
5v5843;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti očného viečka
5v5844;Revízia voľného transplantátu kože pri popáleninách a poleptaniach ostatných častí hlavy 
5v5845;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti krku
5v5846;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti ramena a axily
5v5847;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti ramena a lakťa
5v5848;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti predlaktia
5v5849;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti ruky
5v584a;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti hrudnej steny alebo chrbta
5v584b;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v brušnej oblasti
5v584c;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti 
5v584d;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v gluteálnej oblasti
5v584e;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti stehna a kolena
5v584f;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti predkolenia
5v584g;Revízia voľného transplantátu kože pri popáleninách a poleptaniach v oblasti nohy
5v584x;Revízia voľného transplantátu kože pri popáleninách a poleptaniach, ostatné
5v5850;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti pery
5v5851;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti nosa
5v5852;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti ucha
5v5853;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti očného viečka
5v5854;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach ostatných častí hlavy 
5v5855;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti krku
5v5856;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti ramena a axily
5v5857;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti ramena a lakťa
5v5858;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti predlaktia
5v5859;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti ruky
5v585a;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti hrudnej steny alebo chrbta
5v585b;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v brušnej oblasti
5v585c;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti 
5v585d;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v gluteálnej oblasti
5v585e;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti stehna a kolena
5v585f;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti predkolenia
5v585g;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach v oblasti nohy
5v585x;Revízia lokálnej lalokovej plastiky kože pri popáleninách a poleptaniach, ostatné
5v5860;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti pery
5v5861;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti nosa
5v5862;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti ucha
5v5863;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti očného viečka
5v5864;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach ostatných častí hlavy 
5v5865;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti krku
5v5866;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti ramena a axily
5v5867;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti ramena a lakťa
5v5868;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti predlaktia
5v5869;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti ruky
5v586a;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti hrudnej steny alebo chrbta
5v586b;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v brušnej oblasti
5v586c;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti 
5v586d;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v gluteálnej oblasti
5v586e;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti stehna a kolena
5v586f;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti predkolenia
5v586g;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti nohy
5v586x;Revízia stopkatého regionálneho laloku kožnej plastiky pri popáleninách a poleptaniach, ostatné
5v5870;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti pery
5v5871;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti nosa
5v5872;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti ucha
5v5873;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti očného viečka
5v5874;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach ostatných častí hlavy 
5v5875;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti krku
5v5876;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti ramena a axily
5v5877;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti ramena a lakťa
5v5878;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti predlaktia
5v5879;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti ruky
5v587a;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti hrudnej steny alebo chrbta
5v587b;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v brušnej oblasti
5v587c;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti 
5v587d;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v gluteálnej oblasti
5v587e;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti stehna a kolena
5v587f;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti predkolenia
5v587g;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach v oblasti nohy
5v587x;Revízia stopkatého vzdialeného laloku kožnej plastiky pri popáleninách a poleptaniach, ostatné
5v5880;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti pery
5v5881;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti nosa
5v5882;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti ucha
5v5883;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti očného viečka
5v5884;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach ostatných častí hlavy 
5v5885;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti krku
5v5886;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti ramena a axily
5v5887;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti ramena a lakťa
5v5888;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti predlaktia
5v5889;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti ruky
5v588a;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti hrudnej steny alebo chrbta
5v588b;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v brušnej oblasti
5v588c;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti 
5v588d;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v gluteálnej oblasti
5v588e;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti stehna a kolena
5v588f;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti predkolenia
5v588g;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti nohy
5v588x;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach, ostatné
5v5900;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti pery
5v5904;Oddelenie lalokovej stonky pri popáleninách a poleptaniach ostatných častí hlavy 
5v5905;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti krku
5v5906;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti ramena a axily
5v5907;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti ramena a lakťa
5v5908;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti predlaktia
5v5909;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti ruky
5v590a;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti hrudnej steny alebo chrbta
5v590b;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v brušnej oblasti
5v590c;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti 
5v590d;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v gluteálnej oblasti
5v590e;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti stehna a kolena
5v590f;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti predkolenia
5v590g;Oddelenie lalokovej stonky pri popáleninách a poleptaniach v oblasti nohy
5v590x;Oddelenie lalokovej stonky pri popáleninách a poleptaniach, ostatné
5v5910;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti pery
5v5914;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach ostatných častí hlavy 
5v5915;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti krku
5v5916;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti ramena a axily
5v5917;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti ramena a lakťa
5v5918;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti predlaktia
5v5919;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti ruky
5v591a;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti hrudnej steny alebo chrbta
5v591b;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v brušnej oblasti
5v591c;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti 
5v591d;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v gluteálnej oblasti
5v591e;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti stehna a kolena
5v591f;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti predkolenia
5v591g;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach v oblasti nohy
5v591x;Desilikonizácia dermálneho náhradného materiálu pri popáleninách a poleptaniach, ostatné
5v61110;Odber tukových buniek (štepov) excíziou, malý objem (do 100ml - mikrografting)
5v61111;Odber tukových buniek (štepov) excíziou, veľký objem (nad 100ml - makrografting)
5v61120;Odber tukových buniek (štepov) liposukčným prístrojom, malý objem (do 100ml - mikrografting)
5v61121;Odber tukových buniek (štepov) liposukčným prístrojom, veľký objem (nad 100ml - makrografting)
5v61130;Odber tukových buniek (štepov) striekačkou, malý objem (do 100ml - mikrografting)
5v61131;Odber tukových buniek (štepov) striekačkou, veľký objem (nad 100ml - makrografting)
5v611x0;Odber tukových buniek (štepov), ostatné, malý objem (do 100ml - mikrografting)
5v611x1;Odber tukových buniek (štepov), ostatné, veľký objem (nad 100ml - makrografting)
5v6204;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti hlavy
5v6205;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti krku
5v6206;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti ramena a axily
5v6207;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti ramena a lakťa
5v6208;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti  predlaktia
5v6209;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti ruky
5v620a;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti hrudnej steny a chrbta
5v620b;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v brušnej oblasti
5v620c;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v inguinálnej a genitálnej oblasti
5v620d;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v gluteálnej oblasti
5v620e;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti stehna a kolena
5v620f;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti predkolenia
5v620g;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v oblasti nohy (chodidla)
5v620s;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu v perianálnej oblasti
5v620x;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie nervu, ostatné
5v6216;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie šliach v oblasti ramena a axily
5v6217;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie šliach v oblasti ramena a lakťa
5v6218;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie šliach v oblasti  predlaktia
5v6219;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie šliach v oblasti ruky
5v621e;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie šliach v oblasti stehna a kolena
5v621f;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie šliach v oblasti predkolenia
5v621g;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie šliach v oblasti nohy (chodidla)
5v621x;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - makrografting), hojenie šliach, ostatné
5v6224;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti hlavy
5v6225;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti krku
5v6226;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti ramena a axily
5v6227;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti ramena a lakťa
5v6228;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti  predlaktia
5v6229;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti ruky
5v622a;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti hrudnej steny a chrbta
5v622b;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v brušnej oblasti
5v622c;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v inguinálnej a genitálnej oblasti
5v622d;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v gluteálnej oblasti
5v622e;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti stehna a kolena
5v622f;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti predkolenia
5v622g;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v oblasti nohy (chodidla)
5v622s;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu v perianálnej oblasti
5v622x;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie nervu, ostatné
5v6236;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie šliach v oblasti ramena a axily
5v6237;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie šliach v oblasti ramena a lakťa
5v6238;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie šliach v oblasti  predlaktia
5v6239;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie šliach v oblasti ruky
5v623e;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie šliach v oblasti stehna a kolena
5v623f;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie šliach v oblasti predkolenia
5v623g;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie šliach v oblasti nohy (chodidla)
5v623x;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), hojenie šliach, ostatné
5v6240;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti pery
5v6241;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti nosa
5v6244;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože ostatných častí hlavy
5v6245;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti krku
5v6246;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti plece a axila
5v6247;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti rameno a lakeť
5v6248;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti predlaktia
5v6249;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti ruky
5v624a;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti hrudnej steny a chrbta
5v624b;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v brušnej oblasti 
5v624c;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v inguinálnej a genitálnej oblasti
5v624d;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v gluteálnej oblasti
5v624e;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti stehna a kolena
5v624f;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti predkolenia
5v624g;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti nohy (chodidla)
5v624h;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti kapilícia
5v624n;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti prsníka
5v624p;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v periaurikulárnej oblasti
5v624r;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v periokulárnej oblasti
5v624s;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v perianálnej oblasti
5v624t;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v bukálnej oblasti
5v624u;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v čelovej oblasti
5v624v;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v oblasti menta
5v624w;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v nasolabiálnej oblasti
5v624x;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože, ostatné
5v624y;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické defekty kože v zygomatickej oblasti
5v6250;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti pery
5v6251;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti nosa
5v6254;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly ostatných častí hlavy
5v6255;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti krku
5v6256;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti ramena a axily
5v6257;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti rameno a lakeť
5v6258;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti predlaktia
5v6259;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti ruky
5v625a;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti hrudnej steny a chrbta
5v625b;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v brušnej oblasti 
5v625c;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v inguinálnej a genitálnej oblasti
5v625d;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v gluteálnej oblasti
5v625e;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti stehna a kolena
5v625f;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti predkolenia
5v625g;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti nohy (chodidla)
5v625h;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti kapilícia
5v625n;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti prsníka
5v625p;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v periaurikulárnej oblasti
5v625q;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v oblasti menta
5v625r;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v periokulárnej oblasti
5v625s;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v perianálnej oblasti
5v625t;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v bukálnej oblasti
5v625u;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v čelovej oblasti
5v625w;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v nasolabiálnej oblasti
