kod_hlavneho_vykonu;nazov_hlavneho_vykonu;kod_ms;nazov_ms
5v5631;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti nosa;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5632;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti ucha;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5633;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti očného viečka;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5634;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika ostatných častí hlavy ;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5635;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti krku;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5636;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti ramena a axily;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5637;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti ramena a lakťa;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5638;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti predlaktia;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5639;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti ruky;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v563a;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti hrudnej steny alebo chrbta;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v563b;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v brušnej oblasti;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v563c;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v inguinálnej a genitálnej oblasti ;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v563d;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v gluteálnej oblasti;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v563e;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti stehna a kolena;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v563f;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti predkolenia;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v563g;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika v oblasti nohy;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v563x;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná ostrovčekovo-laloková plastika, ostatné;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5640;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti pery;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5641;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti nosa;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5642;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti ucha;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5643;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti očného viečka;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5644;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika ostatných častí hlavy ;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5645;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti krku;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5646;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti ramena a axily;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5647;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti ramena a lakťa;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5648;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti predlaktia;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5649;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti ruky;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v564a;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti hrudnej steny alebo chrbta;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v564b;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v brušnej oblasti;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v564c;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v inguinálnej a genitálnej oblasti ;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v564d;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v gluteálnej oblasti;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v564e;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti stehna a kolena;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v564f;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti predkolenia;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v564g;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika v oblasti nohy;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v564x;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná Z-plastika, ostatné;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5650;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti pery;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5651;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti nosa;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5652;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti ucha;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5653;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti očného viečka;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5654;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika ostatných častí hlavy ;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5655;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti krku;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5656;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti ramena a axily;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5657;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti ramena a lakťa;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5658;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti predlaktia;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5659;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti ruky;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v565a;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti hrudnej steny alebo chrbta;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v565b;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v brušnej oblasti;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v565c;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v inguinálnej a genitálnej oblasti ;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v565d;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v gluteálnej oblasti;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v565e;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti stehna a kolena;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v565f;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti predkolenia;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v565g;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika v oblasti nohy;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v565x;Lokálna laloková plastika kože a podkožia pri popáleninách a poleptaniach, transpozičná W-plastika, ostatné;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5880;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti pery;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5881;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti nosa;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5882;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti ucha;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5883;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti očného viečka;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5884;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach ostatných častí hlavy ;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5885;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti krku;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5886;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti ramena a axily;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5887;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti ramena a lakťa;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5888;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti predlaktia;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v5889;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti ruky;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v588a;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti hrudnej steny alebo chrbta;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v588b;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v brušnej oblasti;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v588c;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti ;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v588d;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v gluteálnej oblasti;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v588e;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti stehna a kolena;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v588f;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti predkolenia;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v588g;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach v oblasti nohy;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v588x;Revízia voľného laloku s mikrovaskulárnymi anastomózami kožnej plastiky pri popáleninách a poleptaniach, ostatné;S16-03;Komplexné výkony na koži a podkoží pri popáleninách a poleptaniach
5v4520;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti pery;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v4524;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne ostatných častí hlavy;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v4525;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti krku;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v4526;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti ramena a axily;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v4527;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti ramena a lakťa;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v4528;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti predlaktia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v4529;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti ruky;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v452a;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti hrudnej steny a chrbta;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v452b;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v brušnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v452c;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v inguinálnej a genitálnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v452d;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v gluteálnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v452e;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti stehna a kolena;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v452f;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti predkolenia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v452g;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne v oblasti nohy (chodidlo);S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v452x;Dočasné pokrytie mäkkých tkanív aloplastickým materiálom, maloplošne, ostatné;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5005;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti krku;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5006;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti ramena a axilly;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5007;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti ramena, nadlaktia a lakťa;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5008;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti predlaktia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5009;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti ruky;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v500a;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti hrudnej steny;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v500b;Escharotómia kože a podkožia pri popáleninách a poleptaniach v brušnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v500e;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti stehna a kolena;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v500f;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti predkolenia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v500g;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti nohy;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v500j;Escharotómia kože a podkožia pri popáleninách a poleptaniach v oblasti chrbta;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5015;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti krku;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5016;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti ramena a axilly;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5017;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti ramena a lakťa;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5018;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti predlaktia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5019;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti ruky;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v501a;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti hrudnej steny;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v501b;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v brušnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v501e;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti stehna a kolena;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v501f;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti predkolenia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v501g;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti nohy;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v501j;Fasciotómia kože a podkožia pri popáleninách a poleptaniach v oblasti chrbta;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5025;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti krku;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5026;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti ramena a axilly;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5027;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti ramena a lakťa;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5028;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti predlaktia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5029;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti ruky;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v502a;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti hrudnej steny;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v502b;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v brušnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v502c;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti stehna a kolena;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v502e;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti predkolenia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v502f;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti nohy;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v502g;Escharotómia s fasciotómiou kože a podkožia pri popáleninách a poleptaniach v oblasti chrbta;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5036;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti ramena a axilly;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5037;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti ramena a lakťa;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5038;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti predlaktia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5039;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti ruky;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v503c;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v v inguinálnej a genitálnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v503e;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti stehna a kolena;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v503f;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti predkolenia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v503g;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti nohy;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v503k;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti skróta;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v503m;Escharotómia kože a podkožia pri popáleninách a poleptaniach s dekompresiou periférnych nervov v oblasti čriev;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v50xx;Ostatné incízie kože a podkožia pri popáleninách a poleptaniach;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5100;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti pery;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5101;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti nosa;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5103;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti očného viečka;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5104;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach ostatných častí hlavy;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5105;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti krku;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5106;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti ramena a axily;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5107;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti ramena a lakťa;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5108;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti predlaktia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v5109;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti ruky;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510a;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti hrudnej steny;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510b;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v brušnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510c;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v inguinálnej a genitálnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510d;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v gluteálnej oblasti;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510e;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti stehna a kolena;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510f;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti predkolenia;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510g;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti nohy;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510j;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach v oblasti chrbta;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v510x;Odstránenie pľuzgiera na koži pri popáleninách a poleptaniach, ostatné;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5v518;Ošetrenie rany po rekonštrukčnom výkone po popálenine;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
8g113;Ošetrenie a preväz popáleniny;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
8g114;Ošetrenie a preväz popáleniny prsta;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
8g115;Ošetrenie a preväz popáleniny dorzy ruky alebo nohy;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
8g1210;Ošetrenie a preväz popáleniny: do 1 % povrchu tela;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
8g1211;Ošetrenie a preväz popáleniny: od 2% do 5 % povrchu tela;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
8g1212;Ošetrenie a preväz popáleniny: od 6 % do 10% povrchu tela;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
8g1213;Ošetrenie a preväz popáleniny: od 11% do 15% povrchu tela;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
