kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
W894;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Ulica a cesta;S34-04;Iné ochorenia kože, podkožia a slizníc
W895;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Obchod a služby;S34-04;Iné ochorenia kože, podkožia a slizníc
W896;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Priemyselné objekty;S34-04;Iné ochorenia kože, podkožia a slizníc
W897;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Poľnohospodárske;S34-04;Iné ochorenia kože, podkožia a slizníc
W898;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Iné špecifikované miesta;S34-04;Iné ochorenia kože, podkožia a slizníc
W899;Poškodenie umelým viditeľným a ultrafialovým svetlom - MU: Nešpecifikované miesto;S34-04;Iné ochorenia kože, podkožia a slizníc
X321;Popálenie slnečným svetlom - MU: Kolektívne ústavné zariadenia;S34-04;Iné ochorenia kože, podkožia a slizníc
X322;Popálenie slnečným svetlom - MU: Školy, iné inštitúcie a verejné administrat. budovy;S34-04;Iné ochorenia kože, podkožia a slizníc
X323;Popálenie slnečným svetlom - MU: Športové a atletické priestranstvo;S34-04;Iné ochorenia kože, podkožia a slizníc
X324;Popálenie slnečným svetlom - MU: Ulica a cesta;S34-04;Iné ochorenia kože, podkožia a slizníc
X325;Popálenie slnečným svetlom - MU: Obchod a služby;S34-04;Iné ochorenia kože, podkožia a slizníc
X326;Popálenie slnečným svetlom - MU: Priemyselné objekty;S34-04;Iné ochorenia kože, podkožia a slizníc
X327;Popálenie slnečným svetlom - MU: Poľnohospodárske;S34-04;Iné ochorenia kože, podkožia a slizníc
X328;Popálenie slnečným svetlom - MU: Iné špecifikované miesta;S34-04;Iné ochorenia kože, podkožia a slizníc
X329;Popálenie slnečným svetlom - MU: Nešpecifikované miesto;S34-04;Iné ochorenia kože, podkožia a slizníc
Z015;Diagnostické kožné testy a testy senzibilizácie;S34-04;Iné ochorenia kože, podkožia a slizníc
D805;Imunodeficit so zvýšeným imunoglobulínu M [IgM];S35-02;Vysoko komplexné ochorenia imunitného systému
D810;Ťažký kombinovaný imunodeficit [SCID] s retikulovou dysgenézou;S35-02;Vysoko komplexné ochorenia imunitného systému
D811;Ťažký kombinovaný imunodeficit [SCID] s malým počtom T-buniek a B-buniek;S35-02;Vysoko komplexné ochorenia imunitného systému
D812;Ťažký kombinovaný imunodeficit [SCID] s malým alebo normálnym počtom B-buniek;S35-02;Vysoko komplexné ochorenia imunitného systému
D813;Deficit adenozíndezaminázy [ADA];S35-02;Vysoko komplexné ochorenia imunitného systému
D814;Nezelofov syndróm;S35-02;Vysoko komplexné ochorenia imunitného systému
D815;Nedostatok purínnukleozid-fosforylázy [PNP];S35-02;Vysoko komplexné ochorenia imunitného systému
D816;Defekt hlavného komplexu histokompatibility I. triedy;S35-02;Vysoko komplexné ochorenia imunitného systému
D817;Defekt hlavného komplexu histokompatibility II. triedy;S35-02;Vysoko komplexné ochorenia imunitného systému
D820;Wiskottov-Aldrichov syndróm;S35-02;Vysoko komplexné ochorenia imunitného systému
D821;Di Georgeov syndróm;S35-02;Vysoko komplexné ochorenia imunitného systému
D822;Imunodeficit spojený s disproporčným malým vzrastom;S35-02;Vysoko komplexné ochorenia imunitného systému
D823;Imunodeficit spojený s vrodenou defektnou odpoveďou na Epsteinov-Barrovej vírus;S35-02;Vysoko komplexné ochorenia imunitného systému
D824;Syndróm nadbytku imunoglobulínu E [IgE];S35-02;Vysoko komplexné ochorenia imunitného systému
D841;Porucha komplementového systému;S35-02;Vysoko komplexné ochorenia imunitného systému
Z280;Nevykonaná imunizácia pre kontraindikáciu;S35-02;Vysoko komplexné ochorenia imunitného systému
D800;Dedičná hypogamaglobulinémia;S35-03;Kombinovaný imunodeficit a závažné ochorenia imunitného systému
D801;Nefamiliárna hypogamaglobulinémia;S35-03;Kombinovaný imunodeficit a závažné ochorenia imunitného systému
D818;Iný kombinovaný imunodeficit;S35-03;Kombinovaný imunodeficit a závažné ochorenia imunitného systému
D819;Kombinovaný imunodeficit, bližšie neurčený;S35-03;Kombinovaný imunodeficit a závažné ochorenia imunitného systému
D828;Imunodeficit spojený s inými ťažkými poruchami, bližšie určenými;S35-03;Kombinovaný imunodeficit a závažné ochorenia imunitného systému
D829;Imunodeficit spojený s ťažkou poruchou, bližšie neurčenou;S35-03;Kombinovaný imunodeficit a závažné ochorenia imunitného systému
D840;Porucha lymfocytového funkčného antigénu 1[LFA-1];S35-03;Kombinovaný imunodeficit a závažné ochorenia imunitného systému
D830;Bežný premenlivý imunodeficit s prevahou abnormalít v počte a funkcii B-buniek;S35-04;Závažná protilátková porucha imunity
D831;Bežný premenlivý imunodeficit s prevažujúcimi poruchami imunoregulačných T-buniek;S35-04;Závažná protilátková porucha imunity
D832;Bežný premenlivý imunodeficit s autoprotilátkami proti B-bunkám alebo T-bunkám;S35-04;Závažná protilátková porucha imunity
D838;Iný bežný premenlivý imunodeficit;S35-04;Závažná protilátková porucha imunity
D839;Bežný premenlivý imunodeficit, bližšie neurčený;S35-04;Závažná protilátková porucha imunity
Z516;Desenzibilizácia na alergény;S35-05;Desenzibilizácia na alergény
D802;Selektívny nedostatok imunoglobulínu A [IgA];S35-06;Ochorenia imunitného systému
D803;Selektívny nedostatok podtried imunoglobulínu G [IgG];S35-06;Ochorenia imunitného systému
D804;Selektívny nedostatok imunoglobulínu M [IgM];S35-06;Ochorenia imunitného systému
D806;Deficit protilátok s takmer normálnymi imunoglobulínmi alebo s hyperimunoglobulinémiou;S35-06;Ochorenia imunitného systému
D807;Prechodná hypogamaglobulinémia v detstve;S35-06;Ochorenia imunitného systému
D808;Iný imunodeficit s prevahou nedostatku protilátok;S35-06;Ochorenia imunitného systému
D809;Bližšie neurčený imunodeficit s prevahou nedostatku protilátok;S35-06;Ochorenia imunitného systému
D848;Iný imunodeficit, bližšie určený;S35-06;Ochorenia imunitného systému
D849;Imunodeficit, bližšie neurčený;S35-06;Ochorenia imunitného systému
D890;Polyklonálna hypergamaglobulinémia;S35-06;Ochorenia imunitného systému
D892;Hypergamaglobulinémia, bližšie neurčená;S35-06;Ochorenia imunitného systému
D893;Syndróm imunitnej obnovy;S35-06;Ochorenia imunitného systému
D898;Iná porucha s účasťou imunitných mechanizmov, bližšie určená, nezatriedená inde;S35-06;Ochorenia imunitného systému
D899;Porucha s účasťou imunitných mechanizmov, bližšie neurčená;S35-06;Ochorenia imunitného systému
D90;Imunodeficit po ožiarení, po chemoterapii a po iných imunosupresívnych výkonoch;S35-06;Ochorenia imunitného systému
K9180;Generalizovaná mukozitída pri imunokompromitácii;S35-06;Ochorenia imunitného systému
R768;Iné abnormálne imunologické nálezy v krvnom sére, bližšie určené;S35-06;Ochorenia imunitného systému
R769;Abnormálny imunologický nález v krvnom sére, bližšie neurčený;S35-06;Ochorenia imunitného systému
T784;Alergia, bližšie neurčená;S35-06;Ochorenia imunitného systému
X230;Kontakt so sršňami, osami a včelami - MU: Domov;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X231;Kontakt so sršňami, osami a včelami - MU: Kolektívne ústavné zariadenia;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X232;Kontakt so sršňami, osami a včelami - MU: Školy, iné inštitúcie a verejné administrat. budovy;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X233;Kontakt so sršňami, osami a včelami - MU: Športové a atletické priestranstvo;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X234;Kontakt so sršňami, osami a včelami - MU: Ulica a cesta;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X235;Kontakt so sršňami, osami a včelami - MU: Obchod a služby;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X236;Kontakt so sršňami, osami a včelami - MU: Priemyselné objekty;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X237;Kontakt so sršňami, osami a včelami - MU: Poľnohospodárske;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X238;Kontakt so sršňami, osami a včelami - MU: Iné špecifikované miesta;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
X239;Kontakt so sršňami, osami a včelami - MU: Nešpecifikované miesto;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
Y579;Nežiaduce vedľajšie účinky pri liečebnom použití: liečivo alebo liek, bližšie neurčené;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
Y599;Komplikácie zapríčinené očkovacou látkou a biologicky aktívnou látkou, bližšie neurčenou;S35-07;Kontakt so sršnami, osami a včelami a iné komplikácie
T780;Anafylaktický šok ako nežiaduci účinok potraviny;S35-08;Anafylaktický šok na potraviny
T781;Iný nežiaduci účinok potraviny, nezatriedený inde;S35-08;Anafylaktický šok na potraviny
T782;Anafylaktický šok, bližšie neurčený;S35-08;Anafylaktický šok na potraviny
G110;Vrodená neprogredujúca ataxia;S37-02;Demyelinizačné ochorenia CNS a ataxie
G111;Cerebelárna ataxia so skorým začiatkom;S37-02;Demyelinizačné ochorenia CNS a ataxie
G112;Cerebelárna ataxia s neskorým začiatkom;S37-02;Demyelinizačné ochorenia CNS a ataxie
G113;Cerebelárna ataxia s poruchou reparácie DNA;S37-02;Demyelinizačné ochorenia CNS a ataxie
G114;Dedičná spastická paraplégia;S37-02;Demyelinizačné ochorenia CNS a ataxie
G118;Iná dedičná ataxia;S37-02;Demyelinizačné ochorenia CNS a ataxie
G119;Dedičná ataxia, bližšie neurčená;S37-02;Demyelinizačné ochorenia CNS a ataxie
G350;Roztrúsená skleróza, prvá manifestácia;S37-02;Demyelinizačné ochorenia CNS a ataxie
G3510;Roztrúsená skleróza  s relaps-remitujúcim  priebehom, bez prejavov relapsu alebo progresie;S37-02;Demyelinizačné ochorenia CNS a ataxie
G3511;Roztrúsená skleróza  s relaps-remitujúcim  priebehom, s prejavmi relapsu alebo progresie;S37-02;Demyelinizačné ochorenia CNS a ataxie
G3520;Roztrúsená skleróza s primárne progresívnym priebehom, bez prejavov relapsu alebo progresie;S37-02;Demyelinizačné ochorenia CNS a ataxie
G3521;Roztrúsená skleróza s primárne progresívnym priebehom, s prejavmi relapsu alebo progresie;S37-02;Demyelinizačné ochorenia CNS a ataxie
G3530;Roztrúsená skleróza so sekundárne progresívnym priebehom, bez prejavov relapsu alebo progresie;S37-02;Demyelinizačné ochorenia CNS a ataxie
G3531;Roztrúsená skleróza so sekundárne progresívnym priebehom, s prejavmi relapsu alebo progresie;S37-02;Demyelinizačné ochorenia CNS a ataxie
G359;Roztrúsená skleróza, bližšie neurčená;S37-02;Demyelinizačné ochorenia CNS a ataxie
G360;Neuromyelitis optica [Devicova choroba];S37-02;Demyelinizačné ochorenia CNS a ataxie
G361;Akútna a subakútna hemoragická leukoencefalitída  [Hurstova choroba];S37-02;Demyelinizačné ochorenia CNS a ataxie
G368;Iná akútna roztrúsená demyelinizácia, bližšie určená ;S37-02;Demyelinizačné ochorenia CNS a ataxie
G369;Akútna roztrúsená demyelinizácia, bližšie neurčená;S37-02;Demyelinizačné ochorenia CNS a ataxie
G370;Difúzna skleróza centrálnej nervovej sústavy  [Schilderova choroba] ;S37-02;Demyelinizačné ochorenia CNS a ataxie
G371;Centrálna demyelinizácia corpus callosum;S37-02;Demyelinizačné ochorenia CNS a ataxie
G372;Centrálna pontínna myelinolýza;S37-02;Demyelinizačné ochorenia CNS a ataxie
G373;Akútna priečna myelitída pri demyelinizačnej chorobe centrálnej nervovej sústavy;S37-02;Demyelinizačné ochorenia CNS a ataxie
G374;Subakútna nekrotizujúca myelitída;S37-02;Demyelinizačné ochorenia CNS a ataxie
G375;Koncentrická skleróza centrálnej nervovej sústavy  [Balóova choroba];S37-02;Demyelinizačné ochorenia CNS a ataxie
G378;Iná demyelinizačná choroba centrálnej nervovej sústavy, bližšie určená;S37-02;Demyelinizačné ochorenia CNS a ataxie
G379;Demyelinizačná choroba centrálnej nervovej sústavy, bližšie neurčená;S37-02;Demyelinizačné ochorenia CNS a ataxie
G935;Kompresia mozgu;S37-03;Stupor a kóma netraumatického pôvodu
G936;Opuch mozgu;S37-03;Stupor a kóma netraumatického pôvodu
P910;Mozgová ischémia u novorodenca;S37-03;Stupor a kóma netraumatického pôvodu
P911;Získaná periventrikulárna cysta u novorodenca;S37-03;Stupor a kóma netraumatického pôvodu
P912;Mozgová leukomalácia u novorodenca;S37-03;Stupor a kóma netraumatického pôvodu
P914;Mozgový útlm novorodencov;S37-03;Stupor a kóma netraumatického pôvodu
P915;Kóma u novorodenca;S37-03;Stupor a kóma netraumatického pôvodu
P916;Hypoxicko-ischemická encefalopatia u novorodenca;S37-03;Stupor a kóma netraumatického pôvodu
P9180;Locked-in syndróm a apalický syndróm novorodenca;S37-03;Stupor a kóma netraumatického pôvodu
P9188;Iná porucha mozgovej funkcie novorodenca, bližšie určená;S37-03;Stupor a kóma netraumatického pôvodu
P919;Mozgová porucha u novorodenca, bližšie neurčená;S37-03;Stupor a kóma netraumatického pôvodu
R400;Somnolencia;S37-03;Stupor a kóma netraumatického pôvodu
R401;Sopor (stupor);S37-03;Stupor a kóma netraumatického pôvodu
R402;Kóma, bližšie neurčená;S37-03;Stupor a kóma netraumatického pôvodu
R560;Febrilné kŕče;S37-04;Febrilné kŕče
R568;Iné kŕče, bližšie neurčené;S37-04;Febrilné kŕče
G4000;Pseudo-Lennoxov syndróm;S37-05;Epilepsia a iné záchvaty
G4001;Syndróm so sústavnými hrotmi a vlnami počas pomalého spánku  [CSWS syndróm];S37-05;Epilepsia a iné záchvaty
G4002;Benígna psychomotorická epilepsia;S37-05;Epilepsia a iné záchvaty
G4008;Iná idiopatická (fokálna) (parciálna) epilepsia a epileptický syndróm s fokálne začínajúcimi záchvatmi;S37-05;Epilepsia a iné záchvaty
G4009;Lokalizovaná (fokálna) (parciálna) idiopatická epilepsia a epileptický syndróm s fokálne začínajúcimi záchvatmi, bližšie neurčená;S37-05;Epilepsia a iné záchvaty
G401;Lokalizovaná (fokálna) (parciálna) symptomatická epilepsia a epileptický syndróm s jednotlivými fokálnymi záchvatmi;S37-05;Epilepsia a iné záchvaty
G402;Lokalizovaná (fokálna, parciálna) symptomatická epilepsia a epileptický syndróm s komplexnými fokálnymi záchvatmi;S37-05;Epilepsia a iné záchvaty
G403;Generalizovaná idiopatická epilepsia a epileptický syndróm;S37-05;Epilepsia a iné záchvaty
G404;Iná generalizovaná epilepsia a epileptický syndróm;S37-05;Epilepsia a iné záchvaty
G405;Osobitný epileptický syndróm;S37-05;Epilepsia a iné záchvaty
G406;Záchvaty grand mal, bližšie neurčené, so záchvatmi, alebo bez záchvatov petit mal;S37-05;Epilepsia a iné záchvaty
G407;Záchvaty petit, bližšie neurčené, bez záchvatov grand mal;S37-05;Epilepsia a iné záchvaty
G408;Iná epilepsia;S37-05;Epilepsia a iné záchvaty
G409;Epilepsia, bližšie neurčená;S37-05;Epilepsia a iné záchvaty
G410;Status epilepticus grand mal;S37-05;Epilepsia a iné záchvaty
G411;Status epilepticus petit mal;S37-05;Epilepsia a iné záchvaty
G412;Status epilepticus s komplexnými fokálnymi záchvatmi;S37-05;Epilepsia a iné záchvaty
G418;Iný status epilepticus;S37-05;Epilepsia a iné záchvaty
G419;Status epilepticus, bližšie neurčený;S37-05;Epilepsia a iné záchvaty
P90;Kŕče [konvulzie]  u novorodenca;S37-05;Epilepsia a iné záchvaty
A812;Progresívna multifokálna leukoencefalopatia;S37-06;Degeneratívne ochorenia nervového systému
E750;GM2-gangliozidóza;S37-06;Degeneratívne ochorenia nervového systému
E751;Iná gangliozidóza;S37-06;Degeneratívne ochorenia nervového systému
E752;Iná sfingolipidóza;S37-06;Degeneratívne ochorenia nervového systému
E754;Neurónová ceroidová lipofuscinóza;S37-06;Degeneratívne ochorenia nervového systému
F842;Rettov syndróm;S37-06;Degeneratívne ochorenia nervového systému
G10;Huntingtonova choroba;S37-06;Degeneratívne ochorenia nervového systému
G120;Detská spinálna svalová atrofia, typ I  [Werdnigov-Hoffmanov typ] ;S37-06;Degeneratívne ochorenia nervového systému
G121;Iná zdedená spinálna svalová atrofia;S37-06;Degeneratívne ochorenia nervového systému
G122;Choroba motorického neurónu;S37-06;Degeneratívne ochorenia nervového systému
G128;Iná spinálna svalová atrofia a príbuzný syndróm;S37-06;Degeneratívne ochorenia nervového systému
G129;Spinálna svalová atrofia, bližšie neurčená;S37-06;Degeneratívne ochorenia nervového systému
G2000;Parkinsonova choroba bez obmedzenia alebo s minimálnym obmedzením, bez motorickej fluktuácie;S37-06;Degeneratívne ochorenia nervového systému
G2001;Parkinsonova choroba bez obmedzenia alebo s minimálnym obmedzením, s motorickou fluktuáciou;S37-06;Degeneratívne ochorenia nervového systému
G2010;Parkinsonova choroba s miernym až stredne ťažkým obmedzením, bez motorickej fluktuácie;S37-06;Degeneratívne ochorenia nervového systému
G2011;Parkinsonova choroba s miernym až stredne ťažkým obmedzením, s motorickou fluktuáciou;S37-06;Degeneratívne ochorenia nervového systému
G2020;Parkinsonova choroba s veľmi ťažkým obmedzením, bez motorickej fluktuácie;S37-06;Degeneratívne ochorenia nervového systému
G2021;Parkinsonova choroba s veľmi ťažkým obmedzením, s motorickou fluktuáciou;S37-06;Degeneratívne ochorenia nervového systému
G2090;Parkinsonova choroba, bližšie neurčená, bez motorickej fluktuácie;S37-06;Degeneratívne ochorenia nervového systému
G2091;Parkinsonova choroba, bližšie neurčená, s motorickou fluktuáciou;S37-06;Degeneratívne ochorenia nervového systému
G210;Malígny neuroleptický syndróm;S37-06;Degeneratívne ochorenia nervového systému
G211;Iný sekundárny Parkinsonov syndróm zapríčinený liekmi;S37-06;Degeneratívne ochorenia nervového systému
G212;Sekundárny Parkinsonov syndróm zapríčinený inými vonkajšími faktormi;S37-06;Degeneratívne ochorenia nervového systému
G213;Parkinsonov syndróm po zápale mozgu;S37-06;Degeneratívne ochorenia nervového systému
G214;Vaskulárny Parkinsonov syndróm;S37-06;Degeneratívne ochorenia nervového systému
G218;Iný sekundárny Parkinsonov syndróm;S37-06;Degeneratívne ochorenia nervového systému
G219;Sekundárny Parkinsonov syndróm, bližšie neurčený;S37-06;Degeneratívne ochorenia nervového systému
G230;Hallervordenova-Spatzova choroba;S37-06;Degeneratívne ochorenia nervového systému
G231;Progresívna supranukleárna oftalmoplégia [Steele-Richardson-Olszewski syndrom];S37-06;Degeneratívne ochorenia nervového systému
G232;Striatonigrálna degenerácia;S37-06;Degeneratívne ochorenia nervového systému
G238;Iná degeneratívna choroba bazálnych ganglií, bližšie určená;S37-06;Degeneratívne ochorenia nervového systému
G239;Degeneratívna choroba bazálnych ganglií, bližšie neurčená;S37-06;Degeneratívne ochorenia nervového systému
G240;Dystónia zapríčinená liekmi;S37-06;Degeneratívne ochorenia nervového systému
G241;Idiopatická familiárna dystónia;S37-06;Degeneratívne ochorenia nervového systému
G242;Idiopatická nefamiliárna dystónia;S37-06;Degeneratívne ochorenia nervového systému
G254;Chorea zapríčinená liekom;S37-06;Degeneratívne ochorenia nervového systému
G255;Iná chorea;S37-06;Degeneratívne ochorenia nervového systému
G2580;Periodické pohyby nôh v spánku;S37-06;Degeneratívne ochorenia nervového systému
G2588;Iná extrapyramídová porucha a porucha hybnosti, bližšie určená;S37-06;Degeneratívne ochorenia nervového systému
G259;Extrapyramídová porucha a porucha hybnosti, bližšie neurčená;S37-06;Degeneratívne ochorenia nervového systému
G312;Degenerácia nervovej sústavy zapríčinená alkoholom;S37-06;Degeneratívne ochorenia nervového systému
G3181;Mitochondriová cytopatia;S37-06;Degeneratívne ochorenia nervového systému
G3182;Demencia s Lewyho telieskami;S37-06;Degeneratívne ochorenia nervového systému
G3188;Iná degeneratívna choroba nervovej sústavy, bližšie určená;S37-06;Degeneratívne ochorenia nervového systému
G319;Degeneratívna choroba nervovej sústavy, bližšie neurčená;S37-06;Degeneratívne ochorenia nervového systému
G700;Myasthenia gravis;S37-06;Degeneratívne ochorenia nervového systému
G702;Vrodená a vývinová myasténia;S37-06;Degeneratívne ochorenia nervového systému
G710;Svalová dystrofia;S37-06;Degeneratívne ochorenia nervového systému
G712;Vrodená myopatia;S37-06;Degeneratívne ochorenia nervového systému
G713;Mitochondriová myopatia, nezatriedená inde;S37-06;Degeneratívne ochorenia nervového systému
G718;Iná primárna choroba svalov;S37-06;Degeneratívne ochorenia nervového systému
G719;Primárna choroba svalov, bližšie neurčená;S37-06;Degeneratívne ochorenia nervového systému
G723;Periodická paralýza;S37-06;Degeneratívne ochorenia nervového systému
G724;Zápalová myopatia, nezatriedená inde;S37-06;Degeneratívne ochorenia nervového systému
G7280;Myopatia kriticky chorých;S37-06;Degeneratívne ochorenia nervového systému
G7288;Iná myopatia, bližšie určená;S37-06;Degeneratívne ochorenia nervového systému
G903;Multisystémová degenerácia;S37-06;Degeneratívne ochorenia nervového systému
G910;Komunikujúci hydrocefalus;S37-06;Degeneratívne ochorenia nervového systému
G911;Obštrukčný hydrocefalus;S37-06;Degeneratívne ochorenia nervového systému
G9120;Idiopatický normotenzný hydrocefalus;S37-06;Degeneratívne ochorenia nervového systému
G9121;Sekundárny normotenzný hydrocefalus;S37-06;Degeneratívne ochorenia nervového systému
G9129;Normotenzný hydrocefalus, bližšie neurčený;S37-06;Degeneratívne ochorenia nervového systému
G913;Poúrazový hydrocefalus, bližšie neurčený;S37-06;Degeneratívne ochorenia nervového systému
G918;Iný hydrocefalus;S37-06;Degeneratívne ochorenia nervového systému
G919;Hydrocefalus, bližšie neurčený;S37-06;Degeneratívne ochorenia nervového systému
G931;Anoxické poškodenie mozgu, nezatriedené inde;S37-06;Degeneratívne ochorenia nervového systému
G950;Syringomyelia a syringobulbia;S37-06;Degeneratívne ochorenia nervového systému
I673;Progresívna subkortikálna cievna encefalopatia ;S37-06;Degeneratívne ochorenia nervového systému
P940;Prechodná myasthenia gravis u novorodenca;S37-06;Degeneratívne ochorenia nervového systému
G800;Spastická tetraplegická detská mozgová obrna;S37-07;Paralytické syndrómy
G801;Spastická diplegická detská mozgová obrna;S37-07;Paralytické syndrómy
G802;Spastická hemiplegická detská mozgová obrna;S37-07;Paralytické syndrómy
G803;Dyskinetická detská mozgová obrna;S37-07;Paralytické syndrómy
G804;Ataktická detská mozgová obrna;S37-07;Paralytické syndrómy
G808;Iná detská mozgová obrna;S37-07;Paralytické syndrómy
G809;Detská mozgová obrna, bližšie neurčená;S37-07;Paralytické syndrómy
G810;Chabá hemiparéza a hemiplégia;S37-07;Paralytické syndrómy
G811;Spastická hemiparéza a hemiplégia;S37-07;Paralytické syndrómy
G819;Hemiparéza a hemiplégia, bližšie neurčená;S37-07;Paralytické syndrómy
G8200;Chabá paraparéza a paraplégia, akútne kompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8201;Chabá paraparéza a paraplégia, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8202;Chabá paraparéza a paraplégia, chronické kompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8203;Chabá paraparéza a paraplégia, chronické nekompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8209;Chabá paraparéza a paraplégia, bližšie neurčená;S37-07;Paralytické syndrómy
G8210;Spastická paraparéza a paraplégia, akútne kompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8211;Spastická paraparéza a paraplégia, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8212;Spastická paraparéza a paraplégia, chronické kompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8213;Spastická paraparéza a paraplégia, chronické nekompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8219;Spastická paraparéza a paraplégia, bližšie neurčená;S37-07;Paralytické syndrómy
G8220;Paraparéza a paraplégia, bližšie neurčená, akútne kompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8221;Paraparéza a paraplégia, bližšie neurčená, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8222;Paraparéza a paraplégia, bližšie neurčená, chronické kompletné priečne poškodenie miechy ;S37-07;Paralytické syndrómy
G8223;Paraparéza a paraplégia, bližšie neurčená, chronické nekompletné priečne poškodenie miechy ;S37-07;Paralytické syndrómy
G8229;Paraparéza a paraplégia, bližšie neurčená;S37-07;Paralytické syndrómy
G8230;Chabá tetraparéza a tetraplégia, akútne kompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8231;Chabá tetraparéza a tetraplégia, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8232;Chabá tetraparéza a tetraplégia, chronické kompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8233;Chabá tetraparéza a tetraplégia, chronické nekompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8239;Chabá tetraparéza a tetraplégia, bližšie neurčená;S37-07;Paralytické syndrómy
G8240;Spastická tetraparéza a tetraplégia, akútne kompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8241;Spastická tetraparéza a tetraplégia, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8242;Spastická tetraparéza a tetraplégia, chronické kompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8243;Spastická tetraparéza a tetraplégia, chronické nekompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8249;Spastická tetraparéza a tetraplégia, bližšie neurčená;S37-07;Paralytické syndrómy
G8250;Tetraparéza a tetraplégia, bližšie neurčená, akútne kompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8251;Tetraparéza a tetraplégia, bližšie neurčená, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu;S37-07;Paralytické syndrómy
G8252;Tetraparéza a tetraplégia, bližšie neurčená, chronické kompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8253;Tetraparéza a tetraplégia, bližšie neurčená, chronické nekompletné priečne poškodenie miechy;S37-07;Paralytické syndrómy
G8259;Tetraparéza a tetraplégia, bližšie neurčená;S37-07;Paralytické syndrómy
G830;Diparéza a diplégia horných končatín;S37-07;Paralytické syndrómy
G831;Monoparéza a monoplégia dolnej končatiny;S37-07;Paralytické syndrómy
G832;Monoparéza a monoplégia hornej končatiny;S37-07;Paralytické syndrómy
G833;Monoparéza a monoplégia, bližšie neurčená;S37-07;Paralytické syndrómy
G8340;Syndróm cauda equina, kompletný;S37-07;Paralytické syndrómy
G8341;Syndróm cauda equina, nekomplený;S37-07;Paralytické syndrómy
G8349;Syndróm cauda equina, bližšie neurčený;S37-07;Paralytické syndrómy
G8380;Locked-in syndróm;S37-07;Paralytické syndrómy
G8388;Iný paralytický syndróm, bližšie určený;S37-07;Paralytické syndrómy
G839;Paralytický syndróm, bližšie neurčený;S37-07;Paralytické syndrómy
A810;Creutzfeldtova-Jakobova choroba;S37-08;Demencia a iné chronické poruchy mozgovej funkcie
A811;Subakútna sklerotizujúca panencefalitída;S37-08;Demencia a iné chronické poruchy mozgovej funkcie
A818;Iná pomalá vírusová infekcia centrálnej nervovej sústavy;S37-08;Demencia a iné chronické poruchy mozgovej funkcie
A819;Pomalá vírusová infekcia centrálnej nervovej sústavy, bližšie neurčená;S37-08;Demencia a iné chronické poruchy mozgovej funkcie
F010;Vaskulárna demencia s akútnym začiatkom;S37-08;Demencia a iné chronické poruchy mozgovej funkcie
F011;Mnohoinfarktová demencia;S37-08;Demencia a iné chronické poruchy mozgovej funkcie
