kod_vykonu;nazov_vykonu;skupina_diagnoz;kod_ms;nazov_ms
5n24601;Ľavostranná hemikolektómia, laparotomicky s anastomózou;Skupina onkologických diagnóz 38;S44-76;Jednoduchá resekcia čreva - onko
5n24602;Ľavostranná hemikolektómia, laparotomicky s enterostómiou a slepým uzáverom;Skupina onkologických diagnóz 38;S44-76;Jednoduchá resekcia čreva - onko
5n24603;Ľavostranná hemikolektómia, laparotomicky s dvomi enterostómiami;Skupina onkologických diagnóz 38;S44-76;Jednoduchá resekcia čreva - onko
5n24604;Ľavostranná hemikolektómia, laparotomicky s anastomózou a anus praeter naturalis;Skupina onkologických diagnóz 38;S44-76;Jednoduchá resekcia čreva - onko
5n246x;Ľavostranná hemikolektómia, ostatné;Skupina onkologických diagnóz 38;S44-76;Jednoduchá resekcia čreva - onko
5n242x;Parciálna ileocekálna resekcia hrubého čreva, ostatné;Skupina onkologických diagnóz 44;S44-76;Jednoduchá resekcia čreva - onko
5n2430;Parciálna resekcia caeca, laparotomicky;Skupina onkologických diagnóz 44;S44-76;Jednoduchá resekcia čreva - onko
5n2432;Parciálna resekcia caeca, laparoskopicky;Skupina onkologických diagnóz 44;S44-76;Jednoduchá resekcia čreva - onko
5n2434;Parciálna resekcia caeca, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 44;S44-76;Jednoduchá resekcia čreva - onko
5n24501;Parciálna resekcia colon transversum, laparotomicky s anastomózou;Skupina onkologických diagnóz 47;S44-76;Jednoduchá resekcia čreva - onko
5n24502;Parciálna resekcia colon transversum, laparotomicky s enterostómiou a slepým uzáverom;Skupina onkologických diagnóz 47;S44-76;Jednoduchá resekcia čreva - onko
5n24503;Parciálna resekcia colon transversum, laparotomicky s dvomi enterostómiami;Skupina onkologických diagnóz 47;S44-76;Jednoduchá resekcia čreva - onko
5n24504;Parciálna resekcia colon transversum, laparotomicky s anastomózou a anus praeter naturalis;Skupina onkologických diagnóz 47;S44-76;Jednoduchá resekcia čreva - onko
5n245x;Parciálna resekcia colon transversum, ostatné;Skupina onkologických diagnóz 47;S44-76;Jednoduchá resekcia čreva - onko
5n24701;Parciálna resekcia colon sigmoideum, laparotomicky s anastomózou;Skupina onkologických diagnóz 49;S44-76;Jednoduchá resekcia čreva - onko
5n24702;Parciálna resekcia colon sigmoideum, laparotomicky s enterostómiou a slepým uzáverom;Skupina onkologických diagnóz 49;S44-76;Jednoduchá resekcia čreva - onko
5n24703;Parciálna resekcia colon sigmoideum, laparotomicky s dvomi enterostómiami;Skupina onkologických diagnóz 49;S44-76;Jednoduchá resekcia čreva - onko
5n24704;Parciálna resekcia colon sigmoideum, laparotomicky s anastomózou a anus praeter naturalis;Skupina onkologických diagnóz 49;S44-76;Jednoduchá resekcia čreva - onko
5n247x;Parciálna resekcia colon sigmoideum, ostatné;Skupina onkologických diagnóz 49;S44-76;Jednoduchá resekcia čreva - onko
5n238;Resekcia tenkého čreva, odstránenie transplantátu použitého z tenkého čreva;Skupina onkologických diagnóz 76;S44-76;Jednoduchá resekcia čreva - onko
5n23x;Resekcia tenkého čreva, iná;Skupina onkologických diagnóz 76;S44-76;Jednoduchá resekcia čreva - onko
5n2330;Viacnásobná segmentárna resekcia tenkého čreva, laparotomicky;Skupina onkologických diagnóz 85;S44-76;Jednoduchá resekcia čreva - onko
5n2332;Viacnásobná segmentárna resekcia tenkého čreva, laparoskopicky;Skupina onkologických diagnóz 85;S44-76;Jednoduchá resekcia čreva - onko
5n2334;Viacnásobná segmentárna resekcia tenkého čreva, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 85;S44-76;Jednoduchá resekcia čreva - onko
5n291;Odstránenie črevného segmentu jejuna alebo ilea ako samostatný výkon;Skupina onkologických diagnóz 98;S44-76;Jednoduchá resekcia čreva - onko
5n2300;Segmentárna resekcia duodena, laparotomicky;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n2302;Segmentárna resekcia duodena, laparoskopicky;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n2304;Segmentárna resekcia duodena, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n2310;Segmentárna resekcia jejuna, laparotomicky;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n2312;Segmentárna resekcia jejuna, laparoskopicky;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n2314;Segmentárna resekcia jejuna, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n2320;Segmentárna resekcia ilea, laparotomicky;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n2322;Segmentárna resekcia ilea, laparoskopicky;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n2324;Segmentárna resekcia ilea, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 99;S44-76;Jednoduchá resekcia čreva - onko
5n440;Incízia chorého tkaniva análneho kanála/tkaniva perianálnej oblasti;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n441;Excízia chorého tkaniva análneho kanála/tkaniva perianálnej oblasti;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n449;Ostatná incízia a excízia z tkaniva perianálnej oblasti;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n44a0;Lokálna excízia chorého tkaniva análneho kanála;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n44a1;Hlboká excízia chorého tkaniva análneho kanála;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n44a2;Hlboká excízia chorého tkaniva análneho kanála, čiastočná resekcia svalstva;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n44ax;Excízia chorého tkaniva análneho kanála, ostatné;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n44b;Lokálna deštrukcia chorého tkaniva análneho kanála;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n44x;Iné excízie a deštrukcie chorého tkaniva análneho kanála;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n450;Incízia análnej fistuly;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n4510;Subkutánna excízia análnej fistuly ;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n459;Operatívna liečba análnej fistuly, ostatné;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5n49x;Iné operačné výkony na konečníku, ostatné;Skupina onkologických diagnóz 71;S44-77;Jednoduché výkony na anuse - onko
5o3611;Cystostómia, perkutánne;Skupina onkologických diagnóz 17;S44-78;Jednoduché výkony na močovom mechúri - onko
5o364;Operačná dilatácia cystostomického kanála s naložením hrubostennej epicystostomickej cievky;Skupina onkologických diagnóz 17;S44-78;Jednoduché výkony na močovom mechúri - onko
5o398t;Revízia na močovom mechúri, transuretrálne;Skupina onkologických diagnóz 46;S44-78;Jednoduché výkony na močovom mechúri - onko
5o39xt;Iné operácie na močovom mechúri, transuretrálne;Skupina onkologických diagnóz 46;S44-78;Jednoduché výkony na močovom mechúri - onko
5n26301;Rozšírená kolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou;Skupina onkologických diagnóz 14;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26302;Rozšírená kolektómia s odstránením susedných orgánov, otvorene chirurgicky s enterostómiou a slepým uzáverom;Skupina onkologických diagnóz 14;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26303;Rozšírená kolektómia s odstránením susedných orgánov, otvorene chirurgicky s dvomi enterostómiami;Skupina onkologických diagnóz 14;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26304;Rozšírená kolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou anus praeter;Skupina onkologických diagnóz 14;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26320;Rozšírená kolektómia s odstránením susedných orgánov, laparoskopicky bez anastomózy;Skupina onkologických diagnóz 14;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26321;Rozšírená kolektómia s odstránením susedných orgánov, laparoskopicky s anastomózou;Skupina onkologických diagnóz 14;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2634;Rozšírená kolektómia s odstránením susedných orgánov, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 14;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n263x;Rozšírená kolektómia s odstránením susedných orgánov, ostatné;Skupina onkologických diagnóz 14;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26201;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, otvorene chirurgicky s anastomózou;Skupina onkologických diagnóz 15;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26202;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, otvorene chirurgicky s enterostómiou a slepým uzáverom;Skupina onkologických diagnóz 15;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26203;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, otvorene chirurgicky s dvomi enterostómiami;Skupina onkologických diagnóz 15;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26204;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, otvorene chirurgicky s anastomózou anus praeter;Skupina onkologických diagnóz 15;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26220;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, laparoskopicky bez anastomózy;Skupina onkologických diagnóz 15;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26221;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, laparoskopicky s anastomózou;Skupina onkologických diagnóz 15;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2624;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 15;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n262x;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, ostatné;Skupina onkologických diagnóz 15;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25103;Totálna proktokolektómia, otvorene chirurgicky s ileorektálnou anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25105;Totálna proktokolektómia, otvorene chirurgicky s ileoanálnou anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25108;Totálna proktokolektómia, otvorene chirurgicky s ileostómiou;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25127;Totálna proktokolektómia, laparoskopicky s anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25128;Totálna proktokolektómia, laparoskopicky s ileostómiou;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2514;Totálna proktokolektómia, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n251x;Totálna proktokolektómia, ostatné;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25203;Totálna kolektómia s proktomukosektómiou, otvorene chirurgicky s ileorektálnou anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25205;Totálna kolektómia s proktomukosektómiou, otvorene chirurgicky s ileoanálnou anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25208;Totálna kolektómia s proktomukosektómiou, otvorene chirurgicky s ileostómiou;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25227;Totálna kolektómia s proktomukosektómiou, laparoskopicky s anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25228;Totálna kolektómia s proktomukosektómiou, laparoskopicky s ileostómiou;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2524;Totálna kolektómia s proktomukosektómiou, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n252x;Totálna kolektómia s proktomukosektómiou, ostatné;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25x03;Iná totálna kolektómia a proktokolektómia, otvorene chirurgicky s ileorektálnou anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25x05;Iná totálna kolektómia a proktokolektómia, otvorene chirurgicky s ileoanálnou anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25x08;Iná totálna kolektómia a proktokolektómia, otvorene chirurgicky s ileostómiou;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25x27;Iná totálna kolektómia a proktokolektómia, laparoskopicky s anastomózou bez rezervoáru;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25x28;Iná totálna kolektómia a proktokolektómia, laparoskopicky s ileostómiou;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25x4;Iná totálna kolektómia a proktokolektómia, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25xx;Iná totálna kolektómia a proktokolektómia, ostatné;Skupina onkologických diagnóz 19;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24821;Resekcia viacerých susedných častí hrubého čreva, laparoskopicky s anastomózou;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24825;Resekcia viacerých susedných častí hrubého čreva, laparoskopicky s enterostómiou;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2484;Resekcia viacerých susedných častí hrubého čreva, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24x21;Iná parciálna resekcia hrubého čreva, laparoskopicky s anastomózou;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24x25;Iná parciálna resekcia hrubého čreva, laparoskopicky s enterostómiou;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24x4;Iná parciálna resekcia hrubého čreva, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25003;Totálna kolektómia, otvorene chirurgicky s ileorektálnou anastomózou bez rezervoáru;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25005;Totálna kolektómia, otvorene chirurgicky s ileoanálnou anastomózou bez rezervoáru;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25008;Totálna kolektómia, otvorene chirurgicky s ileostómiou;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25027;Totálna kolektómia, laparoskopicky s anastomózou bez rezervoáru;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n25028;Totálna kolektómia, laparoskopicky s ileostómiou;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2504;Totálna kolektómia, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n250x;Totálna kolektómia, ostatné;Skupina onkologických diagnóz 22;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26001;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou;Skupina onkologických diagnóz 26;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26002;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s enterostómiou a slepým uzáverom;Skupina onkologických diagnóz 26;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26003;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s dvomi enterostómiami;Skupina onkologických diagnóz 26;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26004;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou anus praeter;Skupina onkologických diagnóz 26;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26020;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, laparoskopicky bez anastomózy;Skupina onkologických diagnóz 26;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26021;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, laparoskopicky s anastomózou;Skupina onkologických diagnóz 26;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2604;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 26;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n260x;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, ostatné;Skupina onkologických diagnóz 26;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26101;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou;Skupina onkologických diagnóz 30;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24421;Pravostranná hemikolektómia, laparoskopicky s anastomózou;Skupina onkologických diagnóz 37;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24425;Pravostranná hemikolektómia, laparoskopicky s enterostómiou;Skupina onkologických diagnóz 37;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2444;Pravostranná hemikolektómia, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 37;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24621;Ľavostranná hemikolektómia, laparoskopicky s anastomózou;Skupina onkologických diagnóz 38;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24625;Ľavostranná hemikolektómia, laparoskopicky s enterostómiou;Skupina onkologických diagnóz 38;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2464;Ľavostranná hemikolektómia, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 38;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26120;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, laparoskopicky bez anastomózy;Skupina onkologických diagnóz 43;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26121;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, laparoskopicky s anastomózou;Skupina onkologických diagnóz 43;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2614;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 43;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n261x;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, ostatné;Skupina onkologických diagnóz 43;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24521;Parciálna resekcia colon transversum, laparoskopicky s anastomózou;Skupina onkologických diagnóz 47;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24525;Parciálna resekcia colon transversum, laparoskopicky s enterostómiou;Skupina onkologických diagnóz 47;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2454;Parciálna resekcia colon transversum, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 47;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24721;Parciálna resekcia colon sigmoideum, laparoskopicky s anastomózou;Skupina onkologických diagnóz 49;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n24725;Parciálna resekcia colon sigmoideum, laparoskopicky s enterostómiou;Skupina onkologických diagnóz 49;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2474;Parciálna resekcia colon sigmoideum, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 49;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26102;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s enterostómiou a slepým uzáverom;Skupina onkologických diagnóz 51;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26103;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s dvomi enterostómiami;Skupina onkologických diagnóz 51;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26104;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou anus praeter;Skupina onkologických diagnóz 51;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26501;Rozšírená resekcia colon sigmoideum s odstránením susedných orgánov, otvorene chirurgicky s anastomózou;Skupina onkologických diagnóz 72;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26502;Rozšírená resekcia colon sigmoideum s odstránením susedných orgánov, otvorene chirurgicky s enterostómiou a slepým uzáverom;Skupina onkologických diagnóz 72;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26503;Rozšírená resekcia colon sigmoideum s odstránením susedných orgánov, otvorene chirurgicky s dvomi enterostómiami;Skupina onkologických diagnóz 72;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26504;Rozšírená resekcia colon sigmoideum s odstránením susedných orgánov, otvorene chirurgicky s anastomózou anus praeter;Skupina onkologických diagnóz 72;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26520;Rozšírená resekcia colon sigmoideum s odstránením susedných orgánov, laparoskopicky bez anastomózy;Skupina onkologických diagnóz 72;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n26521;Rozšírená resekcia colon sigmoideum s odstránením susedných orgánov, laparoskopicky s anastomózou;Skupina onkologických diagnóz 72;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n2654;Rozšírená resekcia colon sigmoideum s odstránením susedných orgánov, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 72;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n265x;Rozšírená resekcia colon sigmoideum s odstránením susedných orgánov, ostatné;Skupina onkologických diagnóz 72;S44-82;Rozšírená a komplexná resekcia čreva - onko
5n3501;Dezinvaginácia jejuna;Skupina onkologických diagnóz 102;S44-84;Základné operačné výkony na čreve - onko
5n3227;Vytvorenie sigmoideostómie ako protektívny výkon v súvislosti s iným výkonom;Skupina onkologických diagnóz 105;S44-84;Základné operačné výkony na čreve - onko
5n201;Incízia jejuna alebo ilea;Skupina onkologických diagnóz 106;S44-84;Základné operačné výkony na čreve - onko
5n33ax;Obnovenie kontinuity čreva pri dvojzložkovej enterostómii, ostatné;Skupina onkologických diagnóz 109;S44-84;Základné operačné výkony na čreve - onko
5n3410;Uzavretie črevnej fistuly duodena, otvorene chirurgicky;Skupina onkologických diagnóz 109;S44-84;Základné operačné výkony na čreve - onko
5n33a0;Obnovenie kontinuity čreva pri dvojzložkovej jejunostómii;Skupina onkologických diagnóz 110;S44-84;Základné operačné výkony na čreve - onko
5n33b0;Obnovenie kontinuity čreva pri terminálnej jejunostómii;Skupina onkologických diagnóz 110;S44-84;Základné operačné výkony na čreve - onko
5n3411;Uzavretie črevnej fistuly jejuna, otvorene chirurgicky;Skupina onkologických diagnóz 110;S44-84;Základné operačné výkony na čreve - onko
5n33a1;Obnovenie kontinuity čreva pri dvojzložkovej ileostómii;Skupina onkologických diagnóz 111;S44-84;Základné operačné výkony na čreve - onko
5n33b1;Obnovenie kontinuity čreva pri terminálnej ileostómii;Skupina onkologických diagnóz 111;S44-84;Základné operačné výkony na čreve - onko
5n3412;Uzavretie črevnej fistuly ilea, otvorene chirurgicky;Skupina onkologických diagnóz 111;S44-84;Základné operačné výkony na čreve - onko
5n3200;Vytvorenie duodenostómie, laparotomicky;Skupina onkologických diagnóz 117;S44-84;Základné operačné výkony na čreve - onko
5n3202;Vytvorenie duodenostómie, laparoskopicky;Skupina onkologických diagnóz 117;S44-84;Základné operačné výkony na čreve - onko
5n3204;Vytvorenie duodenostómie, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 117;S44-84;Základné operačné výkony na čreve - onko
5n350x;Dezinvaginácia čreva, ostatné;Skupina onkologických diagnóz 13;S44-84;Základné operačné výkony na čreve - onko
5n3210;Vytvorenie jejunostómie, laparotomicky;Skupina onkologických diagnóz 18;S44-84;Základné operačné výkony na čreve - onko
5n3212;Vytvorenie jejunostómie, laparoskopicky;Skupina onkologických diagnóz 18;S44-84;Základné operačné výkony na čreve - onko
5n3214;Vytvorenie jejunostómie, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 18;S44-84;Základné operačné výkony na čreve - onko
5n3221;Vytvorenie jejunostómie ako protektívny výkon v súvislosti s iným výkonom;Skupina onkologických diagnóz 18;S44-84;Základné operačné výkony na čreve - onko
5n20d;Bajpasové anastomózy hrubého čreva k hrubému črevu;Skupina onkologických diagnóz 21;S44-84;Základné operačné výkony na čreve - onko
5n221;Lokálna excízia chorého tkaniva hrubého čreva, laparoskopicky;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2231;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva laserovou koaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2232;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva termokoaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2233;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva kryokoaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2234;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva fotodynamickou liečbou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n223x;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva, ostatné;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2240;Laparoskopická deštrukcia chorého tkaniva hrubého čreva elektrokoaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2241;Laparoskopická deštrukcia chorého tkaniva hrubého čreva laserovou koaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2242;Laparoskopická deštrukcia chorého tkaniva hrubého čreva termokoaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2243;Laparoskopická deštrukcia chorého tkaniva hrubého čreva kryokoaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n2244;Laparoskopická deštrukcia chorého tkaniva hrubého čreva fotodynamickou liečbou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n224x;Laparoskopická deštrukcia chorého tkaniva hrubého čreva, ostatné;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n22x0;Iná excízia a deštrukcia chorého tkaniva hrubého čreva elektrokoaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n22x1;Iná excízia a deštrukcia chorého tkaniva hrubého čreva laserovou koaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
