kriterium;poradieKriterium;typKriterium;kod;nazov;pocetKriterium
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;K903;Pankreatická steatorea;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;K911;Syndrómy po operácii žalúdka;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;K931;Megakolon pri Chagasovej chorobe (B57.3†);2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L000;Synd.obar.kože zapríč.stafylok.s postih.men.ako 30% povrch.t.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L001;Synd.obarenej kože zapríč.stafylok.s postih.30%p.t.a viac;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L102;Pemphigus foliaceus;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L118;Iná akantolytická dermatóza,bližšie určená;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L119;Akantolytická dermatóza,bližšie neurčená;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L120;Pľuzgierový(bulózny)pemfigoid;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L123;Získaná pľuzgierová (bulózna) epidermolýza;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L128;Iný pemfigoid;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L129;Pemfigoid,bližšie neurčený;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L130;Herpetiformná dermatitída(dermatitis herpetiformis);2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L131;Dermatitis pustulosa subcornealis;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L138;Iné pľuzgierové(bulózne)dermatózy,bližšie určené;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L14;Pľuzgierová dermatóza pri choroba zatried.i.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L401;Generalizovaná pustulová psoriáza;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L510;Nepľuzgierový multiformný erytém;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L511;Pľuzgierový multiformný erytém;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L5120;Toxická nekrolýza epidermy s postih.men.ako 30%povrchu t.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L5121;Toxická nekrolýza epidermy s postih.30%povrch.tela a viac;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L518;Iný multiformný erytém;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L519;Multiformný erytém,bližšie neurčený;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;L744;Anhidróza;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0000;Artritída a polyartrit.zapríč.stafylo. na viac.m.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0001;Artritída a polyartrit.zapríč.stafylok v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0002;Artritída a polyartrit.zapríč.stafylok.v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0003;Artritída a polyartrit.zapríč.stafylok.v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0004;Artritída a polyartrit.zapríč.stafylok.v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0005;Artritída a polyartrit.zapríč.stafylok.panv.obl.a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0006;Artritída a polyartrit.zapríč.stafylok.v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0007;Artritída a polyartrit.zapríč.stafylok.v obl.čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0008;Artritída a polyartrit.zapríč.stafylok.na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0009;Artritída a polyartrit.zapríč.stafylok.na n.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0010;Artritída a polyartrit.zapríč.pneumok.,na viac.m.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0011;Artritída a polyartrit.zapríč.pneumok.v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0012;Artritída a polyartrit.zapríč.pneumok.v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0013;Artritída a polyartrit.zapríč.pneumok.v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0014;Artritída a polyartrit.zapríč.pneumok.v obl ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0015;Artritída a polyartrit.zapríč.pneumok.panv.obl.a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0016;Artritída a polyartrit.zapríč.pneumok.v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0017;Artritída a polyartrit.zapríč.pneumok.v obl.čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0018;Artritída a polyartrit.zapríč.pneumok.na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0019;Artritída a polyartrit.zapríč.pneumok.na n.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0020;Artritída a polyartrit.zapríč.i.streptok.na viac.m.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0021;Artritída a polyartrit.zapríč.i.streptok.v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0022;Artritída a polyartrit.zapríč.i.streptok.v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0023;Artritída a polyartrit.zapríč.i.streptok.v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0024;Artritída a polyartrit.zapríč.i.streptok.v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0025;Artritída a polyartrit.zapríč.i.streptok.panv.obl.a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0026;Artritída a polyartrit.zapríč.i.streptok.v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0027;Artritída a polyartrit.zapríč.i.streptok.v obl.čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0028;Artritída a polyartrit.zapríč.i.streptok.na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0029;Artritída a polyartrit.zapríč.i.streptok.na n.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0080;Artritída a polyartrit.zapríč.i.bliž.urč.baktér.viac.mies.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0081;Artritída a polyartrit.zapríč.i.bliž.urč.baktér.v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0082;Artritída a polyartrit. zapr.i.bliž.urč.baktér.v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0083;Artritída a polyartrit. zapr.i.bliž.urč.baktér.v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0084;Artritída a polyartrit.zapr.i.bliž.urč.baktér.v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0085;Artritída a polyartrit.zapr.i.bliž.urč.baktér.panv.obl.a steh.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0086;Artritída a polyartrit.zapr.i.bliž.urč.baktér.v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0087;Artritída a polyartrit.zapr.i.bliž.urč.baktér.v obl.čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0088;Artritída a polyartrit. zapr.i.bliž.urč.baktér.na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0089;Artritída a polyartrit.zapr.i.bliž.urč.baktér.mies.bliž.urč.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0100;Artritída zapríč.meningok.na viac.m.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0101;Artritída zapríč.meningok.v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0102;Artritída zapríč.meningok.v obl. nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0103;Artritída zapríč.meningok.v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0104;Artritída zapríč.meningok.v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0105;Artritída zapríč.meningok.panv.obl.a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0106;Artritída zapríč.meningok.v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0107;Artritída zapríč.meningok.v obl.čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0108;Artritída zapríč.meningok.na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0109;Artritída zapríč.meningok.na n. mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0110;Tuberkulózna artritída na viac.m.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0111;TBC artritída v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0112;TBC artritída nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0113;TBC artritída predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0114;TBC artritída ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0115;TBC artritída panv.obl.a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0116;TBC artritída predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0117;TBC artritída čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0118;TBC artritída na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0119;Tuberkulózna artritída na n.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0130;Artritída pri i.baktér.chor.zatried.i.na viac.m.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0131;Artritída pri i.baktér.chor.zatried.i.obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0132;Artritída pri i.baktér.chor.zatried.i.v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0133;Artritída pri i.baktér.chor.zatried.i.v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0134;Artritída pri i.baktér.chor.zatried.i.v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0135;Artritída pri i.baktér.chor.zatried.i.panv.obl.a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0136;Artritída pri i.baktér.chor.zatried.i.v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0137;Artritída pri i.baktér.chor.zatried.i.v obl.čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0138;Artritída pri i.baktér.chor.zatried.i.na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0139;Artritída pri i.baktér.chor.zatried.i.miesto bližš.neurč.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0140;Artritída pri ružienke na viac.m.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0141;Artritída pri ružienke v obl.pleca.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0142;Artritída pri ružienke v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0143;Artritída pri ružienke v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0144;Artritída pri ružienke v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0145;Artritída pri ružienke panv.obl.a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0146;Artritída pri ružienke v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0147;Artritída pri ružienke v obl.čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0148;Artritída pri ružienke na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0149;Artritída pri ružienkena n. mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0160;Artritída pri mykózach na viac.m.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0161;Artritída pri mykózach v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0162;Artritída pri mykózach v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0163;Artritída pri mykózach v obl. predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0164;Artritída pri mykózach v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0165;Artritída pri mykózach panv.obl.a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0166;Artritída pri mykózach v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0167;Artritída pri mykózach v obl.čl. a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0168;Artritída pri mykózach na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M0169;Artritída pri mykózach na.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1010;Dna zapríčinená olovom, na viacerých miestach;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1011;Dna zapríč.olovom,v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1012;Dna zapríč.olovom,v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1013;Dna zapríč.olovom,v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1014;Dna zapríč.olovom,v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1015;Dna zapríč.olovom,v obl.panvy a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1016;Dna zapríč.olovom,v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1017;Dna zapríč.olovom,v obl.čl.a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1018;Dna zapríč.olovom na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1019;Dna zapríčinená olovom,miesto bliž.neurč.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1020;Dna zapríčinená liekmi, na viacerých miestach;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1021;Dna zapríč.liekmi,v obl.pleca;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1022;Dna zapríč.liekmi,v obl.nadlaktia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1023;Dna zapríč.liekmi,v obl.predlak.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1024;Dna zapríč.liekmi,v obl.ruky;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1025;Dna zapríč.liekmi,v obl.panvy a stehna;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1026;Dna zapríč.liekmi,v obl.predkol.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1027;Dna zapríč.liekmi,v obl.čl. a nohy;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1028;Dna zapríč.liekmi,na i.mieste;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M1029;Dna zapríčinená liekmi, miesto bližšie neurčené;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M148;Artropatia pri i.bliž.urč.chorobách zatried.i.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M320;Lupus erythematosus, zapríčinený liekmi;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M321;Systémový lupus erythematosus s postih.org./systémov;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M328;Iná forma systémového lupus erythematosus;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M329;Systémový lupus erythematosus,bližšie neurčený;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M361;Artropatia pri nádorovej chorobe;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M362;Hemofilická artropatia;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M363;Artropatia pri i.chorobách krvi zatried.i.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M368;Systémové choroba spojiva pri i.chorobách zatried.i.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4620;Osteomyelitída stavca na viac.m.chrbt.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4621;Osteomyelitída stavca v okcip.-atl.-axiál. obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4622;Osteomyelitída stavca v krčnej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4623;Osteomyelitída stavca v krčnohrudníkovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4624;Osteomyelitída stavca v hrudníkovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4625;Osteomyelitída stavca v hrudníkovodriekovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4626;Osteomyelitída stavca v driekovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4627;Osteomyelitída stavca v driekovokrížovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4628;Osteomyelitída stavca v kríž.a krížovokostrč.obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4629;Osteomyelitída stavca v: oblasť bližšie neurčená;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4840;Únavová zlomenina stavca na viac.m.chrbt.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4841;Únavová zlomenina stavca v okcip.atl.axiál.obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4842;Únavová zlomenina stavca v krčnej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4843;Únavová zlomenina stavca v krčnohrudníkovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4844;Únavová zlomenina stavca v hrudníkovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4845;Únavová zlomenina stavca v hrudnikovodriek. obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4846;Únavová zlomenina stavca v driekovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4847;Únavová zlomenina stavca v driekovokrížovej oblasti;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4848;Únavová zlomenina stavca v kríž.a krížovokostrč.obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4849;Únavová zlomenina stavca: oblasť bližšie neurčená;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4850;Kompresia tela stavca na v.miest. chrbt.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4851;Kompresia tela stavca v okcip.-atl.-axiál.obl.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4852;Kompresia tela stavca v krčnej obl.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4853;Kompresia tela stavca v krč.hrud.obl.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4854;Kompresia tela stavca v hrud.obl.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4855;Kompresia tela stavca v hrud.driek.obl.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4856;Kompresia tela stavca v driek.obl.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4857;Kompresia tela stavca v driek.kríž.obl.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4858;Kompresia tela stavca v kríž.a kríž.kostrč.obl.,nezatr.inde;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4859;Kompresia tela stavca : oblasť bliž.neurč.,nezatr.inde.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4950;Kompresia tela stavca pri chorobe zatried.i.,na viac.m.chrbt.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4951;Kompresia tela stavca pri chorobe zatr.i.,okcip.-atl.axiál.o.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4952;Kompresia tela stavca pri chorobe zatr.i.,v krčnej obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4953;Kompresia tela stavca pri chorobe zatr.i.,v krčnohrud.obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4954;Kompresia tela stavca pri chorobe zatr.i.,v hrudník.obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4955;Kompresia tela stavca pri chor.zatr.i.,v hrudník.driek.obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4956;Kompresia tela stavca pri chorobe zatr.i.,v driekovej obl.;2
Bez signifikantného OP výkonu, s UPV > 95 hodín, s viacerými ťažkými problémami;2;dg;M4957;Kompresia tela stavca pri chorobe zatr.i.,v driek.kríž.obl.;2
