kodHVyk;nazovHVyk;SkDg;kodMS;nazovMS
5t81d2;Dezinzercia svalu, šľachy v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t81d3;Dezinzercia svalu, šľachy v oblasti predlaktia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t81d7;Dezinzercia svalu, šľachy v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t81d8;Dezinzercia svalu, šľachy v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t81d9;Dezinzercia svalu, šľachy v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t81dx;Dezinzercia svalu, šľachy, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t81x1;Iné prerušenie svalu, šľachy a fascie v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t81x2;Iné prerušenie svalu, šľachy a fascie v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t81x3;Iné prerušenie svalu, šľachy a fascie v oblasti predlaktia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t81x7;Iné prerušenie svalu, šľachy a fascie v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t81x8;Iné prerušenie svalu, šľachy a fascie v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t81x9;Iné prerušenie svalu, šľachy a fascie v oblasti nohy;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t81xx;Iné prerušenie svalu, šľachy a fascie, ostatné;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8201;Parciálna excízia šľachy v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8202;Parciálna excízia šľachy v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8203;Parciálna excízia šľachy v oblasti predlaktia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8207;Parciálna excízia šľachy v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8208;Parciálna excízia šľachy v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8209;Parciálna excízia šľachy v oblasti nohy;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t820x;Parciálna excízia šľachy, ostatné;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8211;Totálna excízia šľachy v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8212;Totálna excízia šľachy v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8213;Totálna excízia šľachy v oblasti predlaktia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8217;Totálna excízia šľachy v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8218;Totálna excízia šľachy v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8219;Totálna excízia šľachy v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t821x;Totálna excízia šľachy, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8221;Parciálna excízia šľachovej pošvy v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8222;Parciálna excízia šľachovej pošvy v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8223;Parciálna excízia šľachovej pošvy v oblasti predlaktia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8227;Parciálna excízia šľachovej pošvy v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8228;Parciálna excízia šľachovej pošvy v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8229;Parciálna excízia šľachovej pošvy v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t822x;Parciálna excízia šľachovej pošvy, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8231;Totálna excízia šľachovej pošvy v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8232;Totálna excízia šľachovej pošvy v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8233;Totálna excízia šľachovej pošvy v oblasti predlaktia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8237;Totálna excízia šľachovej pošvy v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8238;Totálna excízia šľachovej pošvy v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8239;Totálna excízia šľachovej pošvy v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t823x;Totálna excízia šľachovej pošvy, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8241;Parciálna excízia svalu, epifasciálne v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8242;Parciálna excízia svalu, epifasciálne v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8243;Parciálna excízia svalu, epifasciálne v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8247;Parciálna excízia svalu, epifasciálne v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8248;Parciálna excízia svalu, epifasciálne v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8249;Parciálna excízia svalu, epifasciálne v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t824x;Parciálna excízia svalu epifasciálne, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8251;Totálna excízia svalu, epifasciálne v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8252;Totálna excízia svalu, epifasciálne v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8253;Totálna excízia svalu, epifasciálne v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8257;Totálna excízia svalu, epifasciálne v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8258;Totálna excízia svalu, epifasciálne v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8259;Totálna excízia svalu, epifasciálne v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t825x;Totálna excízia svalu epifasciálne, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8261;Parciálna excízia svalu, subfasciálne v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8262;Parciálna excízia svalu, subfasciálne v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8263;Parciálna excízia svalu, subfasciálne v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8267;Parciálna excízia svalu, subfasciálne v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8268;Parciálna excízia svalu, subfasciálne v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8269;Parciálna excízia svalu, subfasciálne v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t826x;Parciálna excízia svalu subfasciálne, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8271;Totálna excízia svalu, subfasciálne v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8272;Totálna excízia svalu, subfasciálne v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8273;Totálna excízia svalu, subfasciálne v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8277;Totálna excízia svalu, subfasciálne v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8278;Totálna excízia svalu, subfasciálne v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8279;Totálna excízia svalu, subfasciálne v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t827x;Totálna excízia svalu subfasciálne, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8281;Excízia na šľachách a svaloch, epifasciálne v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8282;Excízia na šľachách a svaloch, epifasciálne v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8283;Excízia na šľachách a svaloch, epifasciálne v oblasti predlaktia;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8287;Excízia na šľachách a svaloch, epifasciálne v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8288;Excízia na šľachách a svaloch, epifasciálne v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8289;Excízia na šľachách a svaloch, epifasciálne v oblasti nohy;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t828x;Excízia na šľachách a svaloch epifasciálne, ostatné;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8291;Excízia na šľachách a svaloch, subfasciálne v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8292;Excízia na šľachách a svaloch, subfasciálne v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8293;Excízia na šľachách a svaloch, subfasciálne v oblasti predlaktia;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8297;Excízia na šľachách a svaloch, subfasciálne v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8298;Excízia na šľachách a svaloch, subfasciálne v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8299;Excízia na šľachách a svaloch, subfasciálne v oblasti nohy;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t829x;Excízia na šľachách a svaloch subfasciálne, ostatné;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t82a1;Excízia fascie v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t82a2;Excízia fascie v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t82a3;Excízia fascie v oblasti predlaktia;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t82a7;Excízia fascie v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t82a8;Excízia fascie v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t82a9;Excízia fascie v oblasti nohy;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t82ax;Excízia fascie, ostatné;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t82f1;Odobratie šľachy na transplantáciu z oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82f2;Odobratie šľachy na transplantáciu z oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82f3;Odobratie šľachy na transplantáciu z oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82f7;Odobratie šľachy na transplantáciu z oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82f8;Odobratie šľachy na transplantáciu z oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82f9;Odobratie šľachy na transplantáciu z oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82fx;Odobratie šľachy na transplantáciu, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82g1;Odobratie fascie na transplantáciu z oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82g2;Odobratie fascie na transplantáciu z oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82g3;Odobratie fascie na transplantáciu z oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82g7;Odobratie fascie na transplantáciu z oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82g8;Odobratie fascie na transplantáciu z oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82g9;Odobratie fascie na transplantáciu z oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82gx;Odobratie fascie na transplantáciu, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82x1;Iná excízia svalu, šľachy, fascie v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82x2;Iná excízia svalu, šľachy, fascie v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82x3;Iná excízia svalu, šľachy, fascie v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82x7;Iná excízia svalu, šľachy, fascie v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82x8;Iná excízia svalu, šľachy, fascie v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82x9;Iná excízia svalu, šľachy, fascie v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t82xx;Iná excízia svalu, šľachy, fascie, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8301;Refixácia svalov v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8302;Refixácia svalov v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8303;Refixácia svalov v oblasti predlaktia;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8307;Refixácia svalov v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8308;Refixácia svalov v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8309;Refixácia svalov v oblasti nohy;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t830x;Refixácia svalov, ostatné;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8311;Sutúra svalov v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8312;Sutúra svalov v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8313;Sutúra svalov v oblasti predlaktia;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8317;Sutúra svalov v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8318;Sutúra svalov v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8319;Sutúra svalov v oblasti nohy;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t831x;Sutúra svalov, ostatné;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t8321;Predĺženie a sutúra svalov v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8322;Predĺženie a sutúra svalov v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8323;Predĺženie a sutúra svalov v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8327;Predĺženie a sutúra svalov v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8328;Predĺženie a sutúra svalov v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8329;Predĺženie a sutúra svalov v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t832x;Predĺženie a sutúra svalov, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8331;Skrátenie a sutúra svalov v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8332;Skrátenie a sutúra svalov v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8333;Skrátenie a sutúra svalov v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8337;Skrátenie a sutúra svalov v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8338;Skrátenie a sutúra svalov v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8339;Skrátenie a sutúra svalov v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t833x;Skrátenie a sutúra svalov, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8341;Plastika svalov v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8342;Plastika svalov v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8343;Plastika svalov v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8347;Plastika svalov v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8348;Plastika svalov v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8349;Plastika svalov v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t834x;Plastika svalov, ostatné;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8351;Transpozícia svalov v oblasti ramena a axily ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8352;Transpozícia svalov v oblasti ramena a lakťa ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8353;Transpozícia svalov v oblasti predlaktia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8354;Transpozícia svalov v oblasti hrudnej steny a chrbta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8357;Transpozícia svalov v oblasti stehna a kolena ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8358;Transpozícia svalov v oblasti predkolenia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t8359;Transpozícia svalov v oblasti nohy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
